Dataset	Cell_type	NGENES	BETA	BETA_STD	SE	P	P.adj.pds	P.adj
MouseCellAtlas_Adult_all	Kidney.Stromal_cell_Dcn_high	14594	-0.16337	-0.022672	0.10029	0.94832	1	1
MouseCellAtlas_Adult_all	Mammary_Gland.Muscle_cell_Pi16_high	14594	-0.20606	-0.023236	0.1232	0.95279	1	1
MouseCellAtlas_Adult_all	Small_Intestine.B_cell_Igkv12.46_high	14594	-0.2096	-0.026211	0.12174	0.95742	1	1
MouseCellAtlas_Adult_all	Small_Intestine.Stromal_cell_Dcn_high	14594	-0.10968	-0.022748	0.063309	0.95839	1	1
MouseCellAtlas_Adult_all	Lung.Stromal_cell_Dcn_high	14594	-0.18992	-0.024647	0.10833	0.9602	1	1
MouseCellAtlas_Adult_all	Mammary_Gland.NK_cell_Cd8b1_high	14594	-0.22778	-0.022966	0.12978	0.96037	1	1
MouseCellAtlas_Adult_all	Muscle.Endothelial_cell	14594	-0.19542	-0.020414	0.1111	0.96069	1	1
MouseCellAtlas_Adult_all	Kidney.Fenestrated_endothelial_cell_Tm4sf1_high	14594	-0.23739	-0.023487	0.13402	0.96174	1	1
MouseCellAtlas_Adult_all	Uterus.B_cell	14594	-0.13084	-0.024162	0.069259	0.97055	1	1
MouseCellAtlas_Adult_all	Mammary_Gland.Stromal_cell_Col3a1_high	14594	-0.24394	-0.029958	0.12893	0.97075	1	1
MouseCellAtlas_Adult_all	Mammary_Gland.Stromal_cell	14594	-0.27317	-0.029112	0.14416	0.97094	1	1
MouseCellAtlas_Adult_all	Uterus.Stromal_cell_Gm23935_high	14594	-0.21909	-0.027696	0.11517	0.97143	1	1
MouseCellAtlas_Adult_all	Mammary_Gland.Stromal_cell_Pi16_high	14594	-0.2155	-0.029829	0.10679	0.9782	1	1
MouseCellAtlas_Adult_all	Peripheral_Blood.Basophil_Prss34_high	14594	-0.28288	-0.033526	0.13047	0.98492	1	1
MouseCellAtlas_Adult_all	Muscle.Stromal_cell	14594	-0.24014	-0.02804	0.10974	0.98567	1	1
MouseCellAtlas_Adult_all	Bone_Marrow.Eosinophils	14594	-0.29235	-0.038309	0.11183	0.99552	1	1
MouseCellAtlas_Bladder	Epithelial_cell_Gm23935_high	14594	0.36675	0.045276	0.14446	0.0055682	0.0890912	1
MouseCellAtlas_Bladder	Dendritic_cell_Lyz2_high	14594	0.16725	0.024747	0.1154	0.073633	1	1
MouseCellAtlas_Bladder	Macrophage_Pf4_high	14594	0.11494	0.015292	0.094185	0.11117	1	1
MouseCellAtlas_Bladder	Umbrella_cell	14594	0.05102	0.024602	0.047838	0.1431	1	1
MouseCellAtlas_Bladder	Urothelium	14594	0.061949	0.019344	0.077441	0.21188	1	1
MouseCellAtlas_Bladder	Dendritic_cell_Cd74_high	14594	0.084364	0.010483	0.10846	0.21834	1	1
MouseCellAtlas_Bladder	Basal_epithelial_cell	14594	0.035049	0.0075002	0.11445	0.37971	1	1
MouseCellAtlas_Bladder	Epithelial_cell_Upk3a_high	14594	-0.0075002	-0.001138	0.14304	0.52091	1	1
MouseCellAtlas_Bladder	Endothelial_cell_Ly6c1_high	14594	-0.016633	-0.0024195	0.098973	0.56673	1	1
MouseCellAtlas_Bladder	Smooth_muscle_cell	14594	-0.10159	-0.012854	0.1174	0.80656	1	1
MouseCellAtlas_Bladder	Vascular_endothelial_cell	14594	-0.12363	-0.016981	0.11821	0.85219	1	1
MouseCellAtlas_Bladder	Vascular_smooth_muscle_progenitor_cell	14594	-0.10487	-0.015413	0.081025	0.9022	1	1
MouseCellAtlas_Bladder	NK_cell	14594	-0.15994	-0.021548	0.11366	0.9203	1	1
MouseCellAtlas_Bladder	Stromal_cell_Car3_high	14594	-0.22535	-0.035325	0.10418	0.98472	1	1
MouseCellAtlas_Bladder	Mesenchymal_stromal_cell	14594	-0.27548	-0.037415	0.12541	0.98597	1	1
MouseCellAtlas_Bladder	Stromal_cell_Dpt_high	14594	-0.23249	-0.035949	0.10208	0.98861	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow.Macrophage_S100a4_high	14594	0.10779	0.017261	0.062773	0.042986	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow.Dendritic_cell_Siglech_high	14594	0.10152	0.016051	0.072395	0.08043	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow.Macrophage_Ms4a6c_high	14594	0.097926	0.02265	0.070814	0.083366	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow.Monocyte_Prtn3_high	14594	0.038904	0.015292	0.038383	0.1554	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow.Neutrophil_Mmp8_high	14594	0.0776	0.009978	0.092319	0.2003	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow_c_kit.Erythrocyte_progenitor_Hba.a1_high	14594	0.057278	0.012195	0.078498	0.2328	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow_Mesenchyme.CXCL12.abundant_reticular_cell	14594	0.05897	0.0093671	0.093479	0.26408	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow_c_kit.Neutrophil_Ltf_high	14594	0.073782	0.0093035	0.12876	0.28332	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow_c_kit.Macrophage_S100a4_high	14594	0.050907	0.008257	0.092396	0.29083	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow_c_kit.Neutrophil_Ighg1_high	14594	0.095858	0.010199	0.18004	0.29722	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow_c_kit.Neutrophil_Retnlg_high	14594	0.053054	0.0062338	0.11054	0.31564	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow_Mesenchyme.Erythroblast	14594	0.055628	0.0077723	0.12691	0.33058	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow_c_kit.Neutrophil_Ngp_high	14594	0.054297	0.0053863	0.13063	0.33884	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow.T_cell_Ms4a4b_high	14594	0.053425	0.0053595	0.13345	0.34446	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow_c_kit.Neutrophil_Fcnb_high	14594	0.051967	0.0070015	0.15757	0.37078	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow.Neutrophil_Cebpe_high	14594	0.018313	0.003696	0.061399	0.38275	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow.Pre.pro_B_cell	14594	0.027815	0.0036315	0.11702	0.40606	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow_Mesenchyme.Erythrocytes	14594	0.01367	0.0023087	0.10399	0.44771	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow.Neutrophil_Ngp_high	14594	0.01055	0.0014501	0.091191	0.45395	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow_c_kit.Macrophage_Cd74_high	14594	0.0019711	0.00028037	0.11903	0.49339	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow.B_cell_Igkc_high	14594	0.0012333	0.00016917	0.085971	0.49428	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow_c_kit.B_cell	14594	-0.0029214	-0.00038275	0.14918	0.50781	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow.Neutrophil_Fcnb_high	14594	-0.0022054	-0.00041166	0.067964	0.51294	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow.Neutrophil_progenitor	14594	-0.005475	-0.00059338	0.10424	0.52094	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow.Erythroblast	14594	-0.0025733	-0.00074443	0.047719	0.5215	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow_Mesenchyme.Megakaryocyte	14594	-0.0078591	-0.0016386	0.071388	0.54383	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow_Mesenchyme.B_cell	14594	-0.020352	-0.0027468	0.15955	0.55075	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow_c_kit.Macrophage_C1qc_high	14594	-0.017374	-0.0021737	0.11395	0.56059	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow_c_kit.Megakaryocyte_progenitor_cell	14594	-0.021135	-0.0033002	0.12692	0.56613	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow_c_kit.Erythrocyte_progenitor_Car1_high	14594	-0.017342	-0.0034362	0.10198	0.56751	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow_c_kit.Monocyte_progenitor	14594	-0.03095	-0.0054346	0.17028	0.57211	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow_Mesenchyme.Fibroblasts	14594	-0.021681	-0.0030949	0.10117	0.58484	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow_c_kit.Neutrophil_Lcn2_high	14594	-0.048518	-0.0049577	0.22188	0.58655	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow_Mesenchyme.Proerythrocytes	14594	-0.027413	-0.0053223	0.099663	0.60836	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow_Mesenchyme.MSC	14594	-0.040026	-0.0052117	0.11307	0.63832	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow.Hematopoietic_stem_progenitor_cell	14594	-0.034469	-0.0070376	0.074801	0.67753	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow_Mesenchyme.Endothelial_cells_Ly6c1_high	14594	-0.068172	-0.0079337	0.14464	0.68129	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow_c_kit.Monocyte_progenitor_cell_Ctsg_high	14594	-0.06448	-0.013806	0.13168	0.68781	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow_Mesenchyme.Osteoblasts	14594	-0.055649	-0.0075229	0.11238	0.68976	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow_Mesenchyme.Stromal_cell_Col1a2_high	14594	-0.056211	-0.0080205	0.10755	0.69938	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow_Mesenchyme.Endothelial_cells	14594	-0.063184	-0.0098174	0.11255	0.71273	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow_Mesenchyme.Stromal_cell_Col10a1_high	14594	-0.049365	-0.0085277	0.079506	0.73266	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow_c_kit.Eosinophil_progenitor_cell	14594	-0.075796	-0.010171	0.11976	0.7366	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow_Mesenchyme.Stromal_cell_Cnmd_high	14594	-0.066352	-0.011082	0.088551	0.77316	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow_c_kit.Basophil	14594	-0.12897	-0.01929	0.15911	0.7912	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow_Mesenchyme.Neutrophil_	14594	-0.17137	-0.024842	0.16949	0.844	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow_Mesenchyme.Myoblast	14594	-0.11059	-0.016253	0.099743	0.86622	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow_c_kit.Multipotent_progenitor_Ctla2a_high	14594	-0.23178	-0.035687	0.18955	0.88929	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow_Mesenchyme.Granulocyte_monocyte_progenitors	14594	-0.13574	-0.022796	0.095889	0.92154	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow_c_kit.Monocyte_progenitor_cell_Prtn3_high	14594	-0.2665	-0.039583	0.17997	0.93066	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow_Mesenchyme.Basophils	14594	-0.31206	-0.043833	0.18177	0.95698	1	1
MouseCellAtlas_Bone_Marrow	Bone_Marrow_Mesenchyme.Eosinophils	14594	-0.33742	-0.044214	0.12515	0.99649	1	1
MouseCellAtlas_Brain	Oligodendrocyte_precursor_cell	14594	0.3652	0.042865	0.12889	0.0023056	0.034584	1
MouseCellAtlas_Brain	Myelinating_oligodendrocyte	14594	0.30162	0.034955	0.13525	0.012876	0.19314	1
MouseCellAtlas_Brain	Neuron	14594	0.24133	0.01803	0.13979	0.042147	0.632205	1
MouseCellAtlas_Brain	Astrocyte_Atp1b2_high	14594	0.20406	0.018467	0.15057	0.087683	1	1
MouseCellAtlas_Brain	Astroglial_cell	14594	0.1013	0.01397	0.10052	0.15679	1	1
MouseCellAtlas_Brain	Astrocyte_Mfe8_high	14594	0.1243	0.012163	0.15361	0.20922	1	1
MouseCellAtlas_Brain	Granulocyte_Il33_high	14594	0.044082	0.0058116	0.081781	0.29494	1	1
MouseCellAtlas_Brain	Pan.GABAergic	14594	0.040578	0.0050014	0.099725	0.34204	1	1
MouseCellAtlas_Brain	Macrophage_Lyz2_high	14594	0.036966	0.0047869	0.10946	0.3678	1	1
MouseCellAtlas_Brain	Macrophage_Klf2_high	14594	-0.014532	-0.0015507	0.13252	0.54366	1	1
MouseCellAtlas_Brain	Schwann_cell	14594	-0.015799	-0.003307	0.0627	0.59947	1	1
MouseCellAtlas_Brain	Astrocyte_Pla2g7_high	14594	-0.065849	-0.0076613	0.090708	0.76606	1	1
MouseCellAtlas_Brain	Granulocyte_Ngp_high	14594	-0.031455	-0.0069007	0.042533	0.7702	1	1
MouseCellAtlas_Brain	Microglia	14594	-0.12198	-0.011566	0.13397	0.81871	1	1
MouseCellAtlas_Brain	Hypothalamic_ependymal_cell	14594	-0.064156	-0.012564	0.059424	0.85984	1	1
MouseCellAtlas_Embryo_all	Placenta.Spongiotrophoblast_Hsd11b2_high	14594	0.17414	0.0329	0.0813	0.016108	1	1
MouseCellAtlas_Embryo_all	Fetal_Liver.Macrophage	14594	0.25385	0.035193	0.11877	0.016294	1	1
MouseCellAtlas_Embryo_all	Embryonic_Mesenchyme.Macrophage	14594	0.35503	0.042915	0.16996	0.018367	1	1
MouseCellAtlas_Embryo_all	Placenta.Macrophage_Apoe_high	14594	0.26932	0.032345	0.13167	0.020417	1	1
MouseCellAtlas_Embryo_all	Placenta.Megakaryocyte_progenitor_cell	14594	0.14509	0.019901	0.074555	0.025836	1	1
MouseCellAtlas_Embryo_all	Fetal_Intestine.Macrophage_Pf4_high	14594	0.33788	0.038426	0.18027	0.030459	1	1
MouseCellAtlas_Embryo_all	Embryonic_Mesenchyme.Ganglion_cell_Gal_high	14594	0.19355	0.024499	0.11746	0.049707	1	1
MouseCellAtlas_Embryo_all	Fetal_Lung.Macrophage_Pf4high	14594	0.25744	0.031173	0.1607	0.054593	1	1
MouseCellAtlas_Embryo_all	Fetal_Brain.Macrophage	14594	0.20281	0.026643	0.13435	0.065586	1	1
MouseCellAtlas_Embryo_all	Placenta.Monocyte	14594	0.19209	0.019902	0.12739	0.065801	1	1
MouseCellAtlas_Embryo_all	Fetal_Brain.Microglia	14594	0.23026	0.029395	0.1527	0.065803	1	1
MouseCellAtlas_Embryo_all	Placenta.Dendritic_cell	14594	0.20301	0.020102	0.1436	0.078734	1	1
MouseCellAtlas_Embryo_all	Fetal_Stomache.Macrophage	14594	0.30532	0.032011	0.23002	0.092204	1	1
MouseCellAtlas_Embryo_all	Fetal_Liver.B_cell	14594	0.11845	0.019868	0.091024	0.096587	1	1
MouseCellAtlas_Embryo_all	Placenta.Spongiotrophoblast_Phlda2_high	14594	0.13101	0.020066	0.11737	0.13218	1	1
MouseCellAtlas_Embryo_all	Embryonic_Mesenchyme.Skeletal_Muscle	14594	0.14527	0.017095	0.13394	0.13906	1	1
MouseCellAtlas_Embryo_all	Fetal_Lung.Macrophage_Lyz2_high	14594	0.16385	0.021373	0.1593	0.15186	1	1
MouseCellAtlas_Embryo_all	Fetal_Intestine.Enteroendocrine	14594	0.10575	0.012935	0.1141	0.17702	1	1
MouseCellAtlas_Embryo_all	Embryonic_Mesenchyme.Ganglion_cell_Cartpt_high	14594	0.12478	0.014641	0.14519	0.19507	1	1
MouseCellAtlas_Embryo_all	Fetal_Brain.Purkinje_cell	14594	0.096552	0.011406	0.11642	0.20347	1	1
MouseCellAtlas_Embryo_all	Placenta.Macrophage_Spp1_high	14594	0.083067	0.012341	0.10314	0.2103	1	1
MouseCellAtlas_Embryo_all	Placenta.Granulocyte_monocyte_progenitors	14594	0.080984	0.012225	0.10222	0.21411	1	1
MouseCellAtlas_Embryo_all	Fetal_Brain.Dopaminergic_neurons_	14594	0.10913	0.010975	0.14536	0.22641	1	1
MouseCellAtlas_Embryo_all	Embryonic_Mesenchyme.Neuron_Isl1_high	14594	0.1118	0.012388	0.15169	0.23057	1	1
MouseCellAtlas_Embryo_all	Placenta.Labyrinthine_trophoblast	14594	0.052971	0.0093239	0.073752	0.23631	1	1
MouseCellAtlas_Embryo_all	Embryonic_Mesenchyme.Erythroblast_Hbb.bs_high	14594	0.085204	0.01257	0.11926	0.23749	1	1
MouseCellAtlas_Embryo_all	Fetal_Liver.Erythroblast_Hba.a2_high	14594	0.072745	0.0092654	0.10455	0.24328	1	1
MouseCellAtlas_Embryo_all	Embryonic_Mesenchyme.Dendritic_Cell	14594	0.11388	0.015166	0.16554	0.24576	1	1
MouseCellAtlas_Embryo_all	Placenta.Invasive_spongiotrophoblast	14594	0.074734	0.0091182	0.11889	0.2648	1	1
MouseCellAtlas_Embryo_all	Fetal_Liver.Megakaryocyte	14594	0.063835	0.0097004	0.10663	0.2747	1	1
MouseCellAtlas_Embryo_all	Fetal_Brain.Schwann_cell	14594	0.089952	0.0085989	0.15813	0.28473	1	1
MouseCellAtlas_Embryo_all	Fetal_Brain.Erythrocyte_Hbb.bt_high	14594	0.053122	0.0067403	0.10075	0.29901	1	1
MouseCellAtlas_Embryo_all	Fetal_Lung.Erythroblast_Mt2_high	14594	0.066423	0.009094	0.13094	0.30598	1	1
MouseCellAtlas_Embryo_all	Placenta.Granulocyte_Neat1_high	14594	0.025827	0.0044796	0.051995	0.3097	1	1
MouseCellAtlas_Embryo_all	Placenta.Endodermal_cell_Afp_high	14594	0.039998	0.0067664	0.081836	0.31251	1	1
MouseCellAtlas_Embryo_all	Fetal_Stomache.Immunocyte_Lyz2_high	14594	0.097703	0.011151	0.20578	0.31747	1	1
MouseCellAtlas_Embryo_all	Embryonic_Mesenchyme.Ganglion_cell_Mapt_high	14594	0.076719	0.0073942	0.16384	0.3198	1	1
MouseCellAtlas_Embryo_all	Fetal_Intestine.Macrophage_Lyz2_high	14594	0.083352	0.010381	0.17964	0.32133	1	1
MouseCellAtlas_Embryo_all	Fetal_Intestine.Epithelial_cell_Bex1_high	14594	0.082572	0.010066	0.19206	0.33362	1	1
MouseCellAtlas_Embryo_all	Fetal_Liver.Dendritic_cell	14594	0.05714	0.0079494	0.14723	0.34897	1	1
MouseCellAtlas_Embryo_all	Fetal_Brain.Neural_progenitor_cell	14594	0.0685	0.0063189	0.17885	0.35086	1	1
MouseCellAtlas_Embryo_all	Fetal_Brain.Hippocampus_neurons_Asic4_high	14594	0.056295	0.0052417	0.17507	0.3739	1	1
MouseCellAtlas_Embryo_all	Fetal_Liver.Erythroblast_Klf1_high	14594	0.035235	0.0054002	0.11746	0.3821	1	1
MouseCellAtlas_Embryo_all	Placenta.Progenitor_trophoblast_Gjb3_high	14594	0.031582	0.0050133	0.13022	0.40419	1	1
MouseCellAtlas_Embryo_all	Fetal_Stomache.Hepatocyte.Like_Cell_	14594	0.015378	0.0026408	0.068145	0.41073	1	1
MouseCellAtlas_Embryo_all	Placenta.Granulocyte_S100a9_high	14594	0.0169	0.0021428	0.081766	0.41813	1	1
MouseCellAtlas_Embryo_all	Fetal_Brain.Neuron_tuba1c_high	14594	0.039456	0.0040676	0.19229	0.41871	1	1
MouseCellAtlas_Embryo_all	Fetal_Brain.Granule_neurons	14594	0.035409	0.0034155	0.17678	0.42063	1	1
MouseCellAtlas_Embryo_all	Embryonic_Mesenchyme.Neutrophil	14594	0.0051965	0.0010742	0.056096	0.4631	1	1
MouseCellAtlas_Embryo_all	Embryonic_Mesenchyme.Neuron_Npy_high	14594	0.0077416	0.00080535	0.15448	0.48002	1	1
MouseCellAtlas_Embryo_all	Fetal_Brain.Neuron_Kpna2_high	14594	0.0070014	0.00071355	0.15746	0.48227	1	1
MouseCellAtlas_Embryo_all	Fetal_Intestine.Epithelial_cell_Lgals2_high	14594	0.0074564	0.00095578	0.1826	0.48371	1	1
MouseCellAtlas_Embryo_all	Embryonic_Mesenchyme.Reproductive_tissues	14594	0.0031358	0.00034927	0.14366	0.49129	1	1
MouseCellAtlas_Embryo_all	Fetal_Brain.Radial_glia_Fabp7_high	14594	0.0014653	0.00014754	0.17895	0.49673	1	1
MouseCellAtlas_Embryo_all	Fetal_Brain.Postmitotic_neurons_Lhx9_high	14594	-0.0076758	-0.0007445	0.17136	0.51786	1	1
MouseCellAtlas_Embryo_all	Placenta.HSPC_Lmo2_high	14594	-0.0085341	-0.001373	0.1203	0.52828	1	1
MouseCellAtlas_Embryo_all	Fetal_Intestine.Neuronal_Cells_Rtn1_high	14594	-0.012562	-0.0014825	0.16578	0.5302	1	1
MouseCellAtlas_Embryo_all	Embryonic_Mesenchyme.Neuron_Igfbpl1_high	14594	-0.019407	-0.0016996	0.20176	0.53831	1	1
MouseCellAtlas_Embryo_all	Placenta.Stromal_cell	14594	-0.019803	-0.0022631	0.16695	0.54721	1	1
MouseCellAtlas_Embryo_all	Fetal_Liver.Neutrophil_Ngp_high	14594	-0.010849	-0.0017803	0.088453	0.54881	1	1
MouseCellAtlas_Embryo_all	Embryonic_Mesenchyme.Progenitor_cell_Ptprcap_high	14594	-0.014104	-0.0021228	0.10595	0.55295	1	1
MouseCellAtlas_Embryo_all	Fetal_Brain.Erythroblast_Hbb.bh1_high	14594	-0.020819	-0.0024525	0.12415	0.56658	1	1
MouseCellAtlas_Embryo_all	Fetal_Brain.Radial_glia_Vim_high	14594	-0.041892	-0.0039653	0.21783	0.57625	1	1
MouseCellAtlas_Embryo_all	Fetal_Lung.Erythroblast_Mt2.Mt1_high	14594	-0.024766	-0.0038058	0.1221	0.58037	1	1
MouseCellAtlas_Embryo_all	Fetal_Brain.Pyramidal_neuron_cell	14594	-0.036695	-0.0036255	0.17648	0.58236	1	1
MouseCellAtlas_Embryo_all	Placenta.B_cell	14594	-0.014047	-0.0023844	0.052025	0.60642	1	1
MouseCellAtlas_Embryo_all	Fetal_Stomache.Erythroblast_Klf1_high	14594	-0.045021	-0.006094	0.14633	0.62083	1	1
MouseCellAtlas_Embryo_all	Embryonic_Mesenchyme.Neuronal_Progenitors	14594	-0.039686	-0.0040271	0.1236	0.62593	1	1
MouseCellAtlas_Embryo_all	Fetal_Kidney.Stromal_cell_Mgp_high	14594	-0.01346	-0.0030771	0.040811	0.62923	1	1
MouseCellAtlas_Embryo_all	Fetal_Stomache.Erythroblast_Car2_high	14594	-0.058441	-0.0070725	0.15077	0.65085	1	1
MouseCellAtlas_Embryo_all	Fetal_Liver.Mast_cell_Mcpt8_high	14594	-0.048418	-0.0067025	0.12153	0.65483	1	1
MouseCellAtlas_Embryo_all	Fetal_Stomache.Erythroblast_Snca_high	14594	-0.053941	-0.0061	0.13472	0.65557	1	1
MouseCellAtlas_Embryo_all	Fetal_Stomache.Endocrine_cell	14594	-0.091196	-0.0089625	0.21129	0.66699	1	1
MouseCellAtlas_Embryo_all	Placenta.PE_lineage_cell_Gkn2_high	14594	-0.05229	-0.006207	0.11514	0.67513	1	1
MouseCellAtlas_Embryo_all	Fetal_Brain.Stromal_cell	14594	-0.087721	-0.0096363	0.17931	0.68765	1	1
MouseCellAtlas_Embryo_all	Fetal_Stomache.Endocrine_progenitor_cell	14594	-0.077592	-0.0083165	0.14941	0.69822	1	1
MouseCellAtlas_Embryo_all	Placenta.PE_lineage_cell_S100g_high	14594	-0.084449	-0.0088105	0.15972	0.70151	1	1
MouseCellAtlas_Embryo_all	Placenta.NK_cell	14594	-0.047721	-0.0081526	0.089801	0.70243	1	1
MouseCellAtlas_Embryo_all	Fetal_Liver.Neutrophil_Elane_high	14594	-0.075734	-0.010777	0.13779	0.7087	1	1
MouseCellAtlas_Embryo_all	Fetal_Intestine.Erythroblast_Car2_high	14594	-0.049746	-0.0077107	0.088081	0.71388	1	1
MouseCellAtlas_Embryo_all	Placenta.Decidual_stromal_cell	14594	-0.048152	-0.0076665	0.083316	0.71835	1	1
MouseCellAtlas_Embryo_all	Placenta.NKT_cell	14594	-0.060771	-0.0085867	0.099758	0.7288	1	1
MouseCellAtlas_Embryo_all	Fetal_Intestine.Enterocyte_progenitor_late_Ccnb1_high	14594	-0.11447	-0.012465	0.18368	0.73343	1	1
MouseCellAtlas_Embryo_all	Embryonic_Mesenchyme.Endothelial_Cell	14594	-0.063622	-0.0084894	0.10107	0.73548	1	1
MouseCellAtlas_Embryo_all	Fetal_Stomache.Erythroblast_Hba.x_HIGH	14594	-0.11318	-0.012107	0.1796	0.73572	1	1
MouseCellAtlas_Embryo_all	Fetal_Intestine.Acinar_cell	14594	-0.080689	-0.013274	0.11972	0.74984	1	1
MouseCellAtlas_Embryo_all	Fetal_Stomache.Acinar_cell_Ctrb1_high	14594	-0.12182	-0.015057	0.16968	0.76359	1	1
MouseCellAtlas_Embryo_all	Fetal_Stomache.Erythroblast_Hbb.bs_high	14594	-0.22621	-0.02142	0.29965	0.77484	1	1
MouseCellAtlas_Embryo_all	Placenta.Erythroblast_Hbb.y_high	14594	-0.071583	-0.009817	0.09212	0.78143	1	1
MouseCellAtlas_Embryo_all	Fetal_Stomache.Neutrophil	14594	-0.10666	-0.01286	0.13114	0.79196	1	1
MouseCellAtlas_Embryo_all	Embryonic_Mesenchyme.Stromal_cell_Cxcl12_high	14594	-0.24308	-0.022024	0.27139	0.81479	1	1
MouseCellAtlas_Embryo_all	Fetal_Intestine.T_cell	14594	-0.14463	-0.01881	0.1613	0.81504	1	1
MouseCellAtlas_Embryo_all	Fetal_Liver.Stem_and_progenitor_cell	14594	-0.13591	-0.019295	0.14999	0.81756	1	1
MouseCellAtlas_Embryo_all	Placenta.Endothelial_cell_Maged2_high	14594	-0.13715	-0.016161	0.14982	0.82002	1	1
MouseCellAtlas_Embryo_all	Fetal_Stomache.Neuron	14594	-0.17008	-0.017423	0.18101	0.82629	1	1
MouseCellAtlas_Embryo_all	Placenta.Basophil	14594	-0.10759	-0.011774	0.10911	0.83794	1	1
MouseCellAtlas_Embryo_all	Placenta.Trophoblast_progenitor_Taf7l_high	14594	-0.11805	-0.012323	0.1181	0.84122	1	1
MouseCellAtlas_Embryo_all	Fetal_Intestine.Stromal_cell_Stmn2_high_	14594	-0.22127	-0.024102	0.21602	0.84714	1	1
MouseCellAtlas_Embryo_all	Fetal_Intestine.Neuronal_cell_Fabp7_high	14594	-0.22533	-0.025504	0.21955	0.84762	1	1
MouseCellAtlas_Embryo_all	Fetal_Stomache.Epithelial_cell	14594	-0.25934	-0.027436	0.25128	0.84897	1	1
MouseCellAtlas_Embryo_all	Fetal_Liver.Hepatocyte_Afp_high	14594	-0.10526	-0.014863	0.1006	0.85229	1	1
MouseCellAtlas_Embryo_all	Fetal_Stomache.Acinar_cell_Spp1_high	14594	-0.22596	-0.02678	0.19861	0.87236	1	1
MouseCellAtlas_Embryo_all	Embryonic_Mesenchyme.Erythroid_Cell	14594	-0.14259	-0.01731	0.12371	0.87546	1	1
MouseCellAtlas_Embryo_all	Embryonic_Mesenchyme.Erythroblast_Mt2_high	14594	-0.096162	-0.020269	0.083229	0.87603	1	1
MouseCellAtlas_Embryo_all	Embryonic_Mesenchyme.Stromal_Cell_fabp7_high	14594	-0.23854	-0.027029	0.19214	0.89277	1	1
MouseCellAtlas_Embryo_all	Fetal_Lung.Erythroblast_Hbb.bs_high	14594	-0.24075	-0.029277	0.191	0.89625	1	1
MouseCellAtlas_Embryo_all	Fetal_Intestine.Stromal_cell_Upk3b_high	14594	-0.26901	-0.02661	0.20841	0.90159	1	1
