Cell_Type,NGENES,BETA,BETA_STD,SE,P,P.adj.pds,P.adj,cond_state,cond_cell_type,step3,Dataset,Source,TYPE,FULL_NAME
Placenta.Endodermal_cell_Afp...,14594,0.039998,0.0067664,0.081836,0.31251,,,,,,MouseCellAtlas_Embryo_all,magma_celltype_MouseCellAtlas_Embryo_all.gsa.out,COVAR,Placenta.Endodermal_cell_Afp_high
Placenta.Endothelial_cell_Ma...,14594,-0.13715,-0.016161,0.14982,0.82002,,,,,,MouseCellAtlas_Embryo_all,magma_celltype_MouseCellAtlas_Embryo_all.gsa.out,COVAR,Placenta.Endothelial_cell_Maged2_high
Placenta.Erythroblast_Hbb.y_...,14594,-0.071583,-0.009817,0.09212,0.78143,,,,,,MouseCellAtlas_Embryo_all,magma_celltype_MouseCellAtlas_Embryo_all.gsa.out,COVAR,Placenta.Erythroblast_Hbb.y_high
Placenta.Granulocyte_monocyt...,14594,0.080984,0.012225,0.10222,0.21411,,,,,,MouseCellAtlas_Embryo_all,magma_celltype_MouseCellAtlas_Embryo_all.gsa.out,COVAR,Placenta.Granulocyte_monocyte_progenitors
Placenta.Granulocyte_Neat1_h...,14594,0.025827,0.0044796,0.051995,0.3097,,,,,,MouseCellAtlas_Embryo_all,magma_celltype_MouseCellAtlas_Embryo_all.gsa.out,COVAR,Placenta.Granulocyte_Neat1_high
Placenta.Granulocyte_S100a9_...,14594,0.0169,0.0021428,0.081766,0.41813,,,,,,MouseCellAtlas_Embryo_all,magma_celltype_MouseCellAtlas_Embryo_all.gsa.out,COVAR,Placenta.Granulocyte_S100a9_high
Placenta.HSPC_Lmo2_high,14594,-0.0085341,-0.001373,0.1203,0.52828,,,,,,MouseCellAtlas_Embryo_all,magma_celltype_MouseCellAtlas_Embryo_all.gsa.out,COVAR,Placenta.HSPC_Lmo2_high
Placenta.Invasive_spongiotro...,14594,0.074734,0.0091182,0.11889,0.2648,,,,,,MouseCellAtlas_Embryo_all,magma_celltype_MouseCellAtlas_Embryo_all.gsa.out,COVAR,Placenta.Invasive_spongiotrophoblast
Placenta.Labyrinthine_tropho...,14594,0.052971,0.0093239,0.073752,0.23631,,,,,,MouseCellAtlas_Embryo_all,magma_celltype_MouseCellAtlas_Embryo_all.gsa.out,COVAR,Placenta.Labyrinthine_trophoblast
Placenta.Macrophage_Apoe_high,14594,0.26932,0.032345,0.13167,0.020417,,,,,,MouseCellAtlas_Embryo_all,magma_celltype_MouseCellAtlas_Embryo_all.gsa.out,COVAR,Placenta.Macrophage_Apoe_high
Placenta.Macrophage_Spp1_high,14594,0.083067,0.012341,0.10314,0.2103,,,,,,MouseCellAtlas_Embryo_all,magma_celltype_MouseCellAtlas_Embryo_all.gsa.out,COVAR,Placenta.Macrophage_Spp1_high
Placenta.Megakaryocyte_proge...,14594,0.14509,0.019901,0.074555,0.025836,,,,,,MouseCellAtlas_Embryo_all,magma_celltype_MouseCellAtlas_Embryo_all.gsa.out,COVAR,Placenta.Megakaryocyte_progenitor_cell
Placenta.Monocyte,14594,0.19209,0.019902,0.12739,0.065801,,,,,,MouseCellAtlas_Embryo_all,magma_celltype_MouseCellAtlas_Embryo_all.gsa.out,COVAR,Placenta.Monocyte
Placenta.NK_cell,14594,-0.047721,-0.0081526,0.089801,0.70243,,,,,,MouseCellAtlas_Embryo_all,magma_celltype_MouseCellAtlas_Embryo_all.gsa.out,COVAR,Placenta.NK_cell
Placenta.NKT_cell,14594,-0.060771,-0.0085867,0.099758,0.7288,,,,,,MouseCellAtlas_Embryo_all,magma_celltype_MouseCellAtlas_Embryo_all.gsa.out,COVAR,Placenta.NKT_cell
Placenta.PE_lineage_cell_Gkn...,14594,-0.05229,-0.006207,0.11514,0.67513,,,,,,MouseCellAtlas_Embryo_all,magma_celltype_MouseCellAtlas_Embryo_all.gsa.out,COVAR,Placenta.PE_lineage_cell_Gkn2_high
Placenta.PE_lineage_cell_S10...,14594,-0.084449,-0.0088105,0.15972,0.70151,,,,,,MouseCellAtlas_Embryo_all,magma_celltype_MouseCellAtlas_Embryo_all.gsa.out,COVAR,Placenta.PE_lineage_cell_S100g_high
Placenta.Progenitor_trophobl...,14594,0.031582,0.0050133,0.13022,0.40419,,,,,,MouseCellAtlas_Embryo_all,magma_celltype_MouseCellAtlas_Embryo_all.gsa.out,COVAR,Placenta.Progenitor_trophoblast_Gjb3_high
Placenta.Spiral_artery_troph...,14594,-0.18073,-0.027309,0.12644,0.92354,,,,,,MouseCellAtlas_Embryo_all,magma_celltype_MouseCellAtlas_Embryo_all.gsa.out,COVAR,Placenta.Spiral_artery_trophoblast_giant_cells
Placenta.Spongiotrophoblast_...1,14594,0.17414,0.0329,0.0813,0.016108,,,,,,MouseCellAtlas_Embryo_all,magma_celltype_MouseCellAtlas_Embryo_all.gsa.out,COVAR,Placenta.Spongiotrophoblast_Hsd11b2_high
Placenta.Spongiotrophoblast_...2,14594,0.13101,0.020066,0.11737,0.13218,,,,,,MouseCellAtlas_Embryo_all,magma_celltype_MouseCellAtlas_Embryo_all.gsa.out,COVAR,Placenta.Spongiotrophoblast_Phlda2_high
Placenta.Stromal_cell,14594,-0.019803,-0.0022631,0.16695,0.54721,,,,,,MouseCellAtlas_Embryo_all,magma_celltype_MouseCellAtlas_Embryo_all.gsa.out,COVAR,Placenta.Stromal_cell
Placenta.Stromal_cell_Acta2_...,14594,-0.18262,-0.022698,0.139,0.90553,,,,,,MouseCellAtlas_Embryo_all,magma_celltype_MouseCellAtlas_Embryo_all.gsa.out,COVAR,Placenta.Stromal_cell_Acta2_high
Placenta.Trophoblast_progeni...,14594,-0.11805,-0.012323,0.1181,0.84122,,,,,,MouseCellAtlas_Embryo_all,magma_celltype_MouseCellAtlas_Embryo_all.gsa.out,COVAR,Placenta.Trophoblast_progenitor_Taf7l_high
Dendritic_Cell,14594,0.099975,0.013314,0.14935,0.25162,,,,,,MouseCellAtlas_Embryonic_Mesenchyme,magma_celltype_MouseCellAtlas_Embryonic_Mesenchyme.gsa.out,COVAR,
Endothelial_Cell,14594,-0.068343,-0.0091193,0.10493,0.74257,,,,,,MouseCellAtlas_Embryonic_Mesenchyme,magma_celltype_MouseCellAtlas_Embryonic_Mesenchyme.gsa.out,COVAR,
Erythroblast_Hbb.bs_high,14594,0.087197,0.012864,0.11855,0.23101,,,,,,MouseCellAtlas_Embryonic_Mesenchyme,magma_celltype_MouseCellAtlas_Embryonic_Mesenchyme.gsa.out,COVAR,
Erythroblast_Mt2_high,14594,-0.096001,-0.020235,0.083944,0.8736,,,,,,MouseCellAtlas_Embryonic_Mesenchyme,magma_celltype_MouseCellAtlas_Embryonic_Mesenchyme.gsa.out,COVAR,
Erythroid_Cell,14594,-0.16459,-0.019981,0.13279,0.8924,,,,,,MouseCellAtlas_Embryonic_Mesenchyme,magma_celltype_MouseCellAtlas_Embryonic_Mesenchyme.gsa.out,COVAR,
Ganglion_cell_Cartpt_high,14594,0.15155,0.017782,0.16014,0.17199,,,,,,MouseCellAtlas_Embryonic_Mesenchyme,magma_celltype_MouseCellAtlas_Embryonic_Mesenchyme.gsa.out,COVAR,
Ganglion_cell_Gal_high,14594,0.23375,0.029586,0.12948,0.03553,,,,,,MouseCellAtlas_Embryonic_Mesenchyme,magma_celltype_MouseCellAtlas_Embryonic_Mesenchyme.gsa.out,COVAR,
Ganglion_cell_Mapt_high,14594,0.094689,0.0091263,0.18416,0.30357,,,,,,MouseCellAtlas_Embryonic_Mesenchyme,magma_celltype_MouseCellAtlas_Embryonic_Mesenchyme.gsa.out,COVAR,
Lymphoid_progenitor_cell,14594,-0.20263,-0.029238,0.13264,0.93669,,,,,,MouseCellAtlas_Embryonic_Mesenchyme,magma_celltype_MouseCellAtlas_Embryonic_Mesenchyme.gsa.out,COVAR,
Macrophage,14594,0.29954,0.036207,0.15421,0.026054,,,,,,MouseCellAtlas_Embryonic_Mesenchyme,magma_celltype_MouseCellAtlas_Embryonic_Mesenchyme.gsa.out,COVAR,
Muscle,14594,-0.34386,-0.043594,0.21867,0.94207,,,,,,MouseCellAtlas_Embryonic_Mesenchyme,magma_celltype_MouseCellAtlas_Embryonic_Mesenchyme.gsa.out,COVAR,
Neuron_Igfbpl1_high,14594,-0.028403,-0.0024875,0.23378,0.54835,,,,,,MouseCellAtlas_Embryonic_Mesenchyme,magma_celltype_MouseCellAtlas_Embryonic_Mesenchyme.gsa.out,COVAR,
Neuron_Isl1_high,14594,0.14168,0.0157,0.17168,0.20462,,,,,,MouseCellAtlas_Embryonic_Mesenchyme,magma_celltype_MouseCellAtlas_Embryonic_Mesenchyme.gsa.out,COVAR,
Neuron_Npy_high,14594,0.0076602,0.00079689,0.17511,0.48255,,,,,,MouseCellAtlas_Embryonic_Mesenchyme,magma_celltype_MouseCellAtlas_Embryonic_Mesenchyme.gsa.out,COVAR,
Neuronal_Progenitors,14594,-0.047487,-0.0048187,0.13255,0.63992,,,,,,MouseCellAtlas_Embryonic_Mesenchyme,magma_celltype_MouseCellAtlas_Embryonic_Mesenchyme.gsa.out,COVAR,
Neutrophil,14594,0.0055385,0.0011449,0.057297,0.4615,,,,,,MouseCellAtlas_Embryonic_Mesenchyme,magma_celltype_MouseCellAtlas_Embryonic_Mesenchyme.gsa.out,COVAR,
Progenitor_cell_Ptprcap_high,14594,-0.012448,-0.0018736,0.10703,0.54629,,,,,,MouseCellAtlas_Embryonic_Mesenchyme,magma_celltype_MouseCellAtlas_Embryonic_Mesenchyme.gsa.out,COVAR,
Reproductive_tissues,14594,0.0057061,0.00063555,0.1457,0.48438,,,,,,MouseCellAtlas_Embryonic_Mesenchyme,magma_celltype_MouseCellAtlas_Embryonic_Mesenchyme.gsa.out,COVAR,
Skeletal_Muscle,14594,0.16749,0.019709,0.14375,0.122,,,,,,MouseCellAtlas_Embryonic_Mesenchyme,magma_celltype_MouseCellAtlas_Embryonic_Mesenchyme.gsa.out,COVAR,
Stromal_Cell_Cldn11_high,14594,-0.19974,-0.021198,0.12941,0.93863,,,,,,MouseCellAtlas_Embryonic_Mesenchyme,magma_celltype_MouseCellAtlas_Embryonic_Mesenchyme.gsa.out,COVAR,
Stromal_Cell_Agtr2_high,14594,-0.39873,-0.038226,0.23411,0.95572,,,,,,MouseCellAtlas_Embryonic_Mesenchyme,magma_celltype_MouseCellAtlas_Embryonic_Mesenchyme.gsa.out,COVAR,
Stromal_Cell_Cnmd_high,14594,-0.41689,-0.04696,0.18502,0.98787,,,,,,MouseCellAtlas_Embryonic_Mesenchyme,magma_celltype_MouseCellAtlas_Embryonic_Mesenchyme.gsa.out,COVAR,
Stromal_cell_Cxcl12_high,14594,-0.31856,-0.028862,0.31315,0.84548,,,,,,MouseCellAtlas_Embryonic_Mesenchyme,magma_celltype_MouseCellAtlas_Embryonic_Mesenchyme.gsa.out,COVAR,
Stromal_Cell_Cxcl14_high,14594,-0.35883,-0.039334,0.22835,0.94194,,,,,,MouseCellAtlas_Embryonic_Mesenchyme,magma_celltype_MouseCellAtlas_Embryonic_Mesenchyme.gsa.out,COVAR,
Stromal_Cell_fabp7_high,14594,-0.28082,-0.031819,0.20973,0.9097,,,,,,MouseCellAtlas_Embryonic_Mesenchyme,magma_celltype_MouseCellAtlas_Embryonic_Mesenchyme.gsa.out,COVAR,
ES_2C_like,14594,-0.049923,-0.0099843,0.093501,0.7033,,,,,,MouseCellAtlas_Embryonic_Stem_Cell,magma_celltype_MouseCellAtlas_Embryonic_Stem_Cell.gsa.out,COVAR,
ES_Actb_high,14594,-0.15362,-0.018935,0.28602,0.70439,,,,,,MouseCellAtlas_Embryonic_Stem_Cell,magma_celltype_MouseCellAtlas_Embryonic_Stem_Cell.gsa.out,COVAR,
ES_Nedd4_high,14594,0.33655,0.048615,0.21199,0.056206,,,,,,MouseCellAtlas_Embryonic_Stem_Cell,magma_celltype_MouseCellAtlas_Embryonic_Stem_Cell.gsa.out,COVAR,
ES_Rps28_high,14594,-0.022242,-0.0031036,0.23583,0.53757,,,,,,MouseCellAtlas_Embryonic_Stem_Cell,magma_celltype_MouseCellAtlas_Embryonic_Stem_Cell.gsa.out,COVAR,
Dopaminergic_neurons_,14594,0.095047,0.0095588,0.23128,0.34055,,,,,,MouseCellAtlas_Fetal_Brain,magma_celltype_MouseCellAtlas_Fetal_Brain.gsa.out,COVAR,Dopaminergic_neurons_
Ependymal_cell,14594,-0.36381,-0.039019,0.16371,0.98686,,,,,,MouseCellAtlas_Fetal_Brain,magma_celltype_MouseCellAtlas_Fetal_Brain.gsa.out,COVAR,Ependymal_cell
Erythroblast_Hbb.bh1_high,14594,-0.10149,-0.011956,0.14666,0.75554,,,,,,MouseCellAtlas_Fetal_Brain,magma_celltype_MouseCellAtlas_Fetal_Brain.gsa.out,COVAR,Erythroblast_Hbb.bh1_high
Erythrocyte_Hbb.bt_high,14594,0.02329,0.0029551,0.11812,0.42185,,,,,,MouseCellAtlas_Fetal_Brain,magma_celltype_MouseCellAtlas_Fetal_Brain.gsa.out,COVAR,Erythrocyte_Hbb.bt_high
Granule_neurons,14594,-0.17757,-0.017128,0.29674,0.72521,,,,,,MouseCellAtlas_Fetal_Brain,magma_celltype_MouseCellAtlas_Fetal_Brain.gsa.out,COVAR,Granule_neurons
Hippocampus_neurons_Asic4_hi...,14594,-0.12997,-0.012102,0.3166,0.65929,,,,,,MouseCellAtlas_Fetal_Brain,magma_celltype_MouseCellAtlas_Fetal_Brain.gsa.out,COVAR,Hippocampus_neurons_Asic4_high
Macrophage,14594,0.12245,0.016086,0.12162,0.15701,,,,,,MouseCellAtlas_Fetal_Brain,magma_celltype_MouseCellAtlas_Fetal_Brain.gsa.out,COVAR,Macrophage
Microglia,14594,0.12585,0.016067,0.13527,0.1761,,,,,,MouseCellAtlas_Fetal_Brain,magma_celltype_MouseCellAtlas_Fetal_Brain.gsa.out,COVAR,Microglia
Neural_progenitor_cell,14594,-0.084979,-0.007839,0.30492,0.60976,,,,,,MouseCellAtlas_Fetal_Brain,magma_celltype_MouseCellAtlas_Fetal_Brain.gsa.out,COVAR,Neural_progenitor_cell
Neuron_Kpna2_high,14594,-0.14324,-0.014598,0.22231,0.74031,,,,,,MouseCellAtlas_Fetal_Brain,magma_celltype_MouseCellAtlas_Fetal_Brain.gsa.out,COVAR,Neuron_Kpna2_high
Neuron_tuba1c_high,14594,-0.1042,-0.010743,0.2335,0.6723,,,,,,MouseCellAtlas_Fetal_Brain,magma_celltype_MouseCellAtlas_Fetal_Brain.gsa.out,COVAR,Neuron_tuba1c_high
Postmitotic_neurons_Lhx9_high,14594,-0.25889,-0.025111,0.27496,0.82678,,,,,,MouseCellAtlas_Fetal_Brain,magma_celltype_MouseCellAtlas_Fetal_Brain.gsa.out,COVAR,Postmitotic_neurons_Lhx9_high
Purkinje_cell,14594,0.093013,0.010988,0.17027,0.29244,,,,,,MouseCellAtlas_Fetal_Brain,magma_celltype_MouseCellAtlas_Fetal_Brain.gsa.out,COVAR,Purkinje_cell
Pyramidal_neuron_cell,14594,-0.33436,-0.033035,0.2777,0.8857,,,,,,MouseCellAtlas_Fetal_Brain,magma_celltype_MouseCellAtlas_Fetal_Brain.gsa.out,COVAR,Pyramidal_neuron_cell
Radial_glia_Fabp7_high,14594,-0.219,-0.022051,0.2665,0.79439,,,,,,MouseCellAtlas_Fetal_Brain,magma_celltype_MouseCellAtlas_Fetal_Brain.gsa.out,COVAR,Radial_glia_Fabp7_high
Radial_glia_Vim_high,14594,-0.32918,-0.031159,0.29685,0.86625,,,,,,MouseCellAtlas_Fetal_Brain,magma_celltype_MouseCellAtlas_Fetal_Brain.gsa.out,COVAR,Radial_glia_Vim_high
Schwann_cell,14594,0.024709,0.002362,0.27912,0.46473,,,,,,MouseCellAtlas_Fetal_Brain,magma_celltype_MouseCellAtlas_Fetal_Brain.gsa.out,COVAR,Schwann_cell
Stromal_cell,14594,-0.19985,-0.021953,0.188,0.8561,,,,,,MouseCellAtlas_Fetal_Brain,magma_celltype_MouseCellAtlas_Fetal_Brain.gsa.out,COVAR,Stromal_cell
Acinar_cell,14594,-0.049476,-0.0081392,0.1291,0.64923,,,,,,MouseCellAtlas_Fetal_Intestine,magma_celltype_MouseCellAtlas_Fetal_Intestine.gsa.out,COVAR,Acinar_cell
Endothelial_cell,14594,-0.26085,-0.03084,0.13864,0.97004,,,,,,MouseCellAtlas_Fetal_Intestine,magma_celltype_MouseCellAtlas_Fetal_Intestine.gsa.out,COVAR,Endothelial_cell
Enteric_muscle_cell,14594,-0.48904,-0.051067,0.269,0.96546,,,,,,MouseCellAtlas_Fetal_Intestine,magma_celltype_MouseCellAtlas_Fetal_Intestine.gsa.out,COVAR,Enteric_muscle_cell
Enterocyte_progenitor,14594,-0.53592,-0.05406,0.38563,0.91768,,,,,,MouseCellAtlas_Fetal_Intestine,magma_celltype_MouseCellAtlas_Fetal_Intestine.gsa.out,COVAR,Enterocyte_progenitor
Enterocyte_progenitor_late_C...,14594,-0.08241,-0.0089736,0.21856,0.64693,,,,,,MouseCellAtlas_Fetal_Intestine,magma_celltype_MouseCellAtlas_Fetal_Intestine.gsa.out,COVAR,Enterocyte_progenitor_late_Ccnb1_high
Enterocyte_progenitor_late_U...,14594,-0.49203,-0.057326,0.27131,0.96512,,,,,,MouseCellAtlas_Fetal_Intestine,magma_celltype_MouseCellAtlas_Fetal_Intestine.gsa.out,COVAR,Enterocyte_progenitor_late_Ube2c_high
Enteroendocrine,14594,0.13892,0.016992,0.11873,0.12101,,,,,,MouseCellAtlas_Fetal_Intestine,magma_celltype_MouseCellAtlas_Fetal_Intestine.gsa.out,COVAR,Enteroendocrine
Epithelial_cell_Bex1_high,14594,0.19503,0.023776,0.21403,0.1811,,,,,,MouseCellAtlas_Fetal_Intestine,magma_celltype_MouseCellAtlas_Fetal_Intestine.gsa.out,COVAR,Epithelial_cell_Bex1_high
Epithelial_cell_Lgals2_high,14594,0.094354,0.012094,0.19967,0.31827,,,,,,MouseCellAtlas_Fetal_Intestine,magma_celltype_MouseCellAtlas_Fetal_Intestine.gsa.out,COVAR,Epithelial_cell_Lgals2_high
Erythroblast_Car2_high,14594,-0.034484,-0.0053451,0.090548,0.64834,,,,,,MouseCellAtlas_Fetal_Intestine,magma_celltype_MouseCellAtlas_Fetal_Intestine.gsa.out,COVAR,Erythroblast_Car2_high
Erythroblast_Hbb.bs_high,14594,-0.27003,-0.031395,0.24422,0.86556,,,,,,MouseCellAtlas_Fetal_Intestine,magma_celltype_MouseCellAtlas_Fetal_Intestine.gsa.out,COVAR,Erythroblast_Hbb.bs_high
Erythroblast_Hbb.y_high,14594,-0.34567,-0.042805,0.18135,0.97167,,,,,,MouseCellAtlas_Fetal_Intestine,magma_celltype_MouseCellAtlas_Fetal_Intestine.gsa.out,COVAR,Erythroblast_Hbb.y_high
Macrophage_Lyz2_high,14594,0.1253,0.015606,0.16173,0.21925,,,,,,MouseCellAtlas_Fetal_Intestine,magma_celltype_MouseCellAtlas_Fetal_Intestine.gsa.out,COVAR,Macrophage_Lyz2_high
Macrophage_Pf4_high,14594,0.35991,0.040932,0.17069,0.017502,,,,,,MouseCellAtlas_Fetal_Intestine,magma_celltype_MouseCellAtlas_Fetal_Intestine.gsa.out,COVAR,Macrophage_Pf4_high
Neuronal_cell_Fabp7_high,14594,-0.19105,-0.021624,0.2617,0.7673,,,,,,MouseCellAtlas_Fetal_Intestine,magma_celltype_MouseCellAtlas_Fetal_Intestine.gsa.out,COVAR,Neuronal_cell_Fabp7_high
Neuronal_Cells_Rtn1_high,14594,0.044763,0.0052825,0.17504,0.39908,,,,,,MouseCellAtlas_Fetal_Intestine,magma_celltype_MouseCellAtlas_Fetal_Intestine.gsa.out,COVAR,Neuronal_Cells_Rtn1_high
Stromal_cell_Adamdec1_high,14594,-0.86257,-0.089026,0.36913,0.99027,,,,,,MouseCellAtlas_Fetal_Intestine,magma_celltype_MouseCellAtlas_Fetal_Intestine.gsa.out,COVAR,Stromal_cell_Adamdec1_high
Stromal_cell_Stmn2_high_,14594,-0.20021,-0.021808,0.25896,0.78027,,,,,,MouseCellAtlas_Fetal_Intestine,magma_celltype_MouseCellAtlas_Fetal_Intestine.gsa.out,COVAR,Stromal_cell_Stmn2_high_
Stromal_cell_Upk3b_high,14594,-0.25893,-0.025613,0.23647,0.86322,,,,,,MouseCellAtlas_Fetal_Intestine,magma_celltype_MouseCellAtlas_Fetal_Intestine.gsa.out,COVAR,Stromal_cell_Upk3b_high
T_cell,14594,-0.082802,-0.010769,0.1573,0.70068,,,,,,MouseCellAtlas_Fetal_Intestine,magma_celltype_MouseCellAtlas_Fetal_Intestine.gsa.out,COVAR,T_cell
B_cell,14594,0.12149,0.020378,0.10773,0.12974,,,,,,MouseCellAtlas_Fetal_Liver,magma_celltype_MouseCellAtlas_Fetal_Liver.gsa.out,COVAR,
Dendritic_cell,14594,-0.023637,-0.0032884,0.19442,0.54838,,,,,,MouseCellAtlas_Fetal_Liver,magma_celltype_MouseCellAtlas_Fetal_Liver.gsa.out,COVAR,
Erythroblast_Hba.a2_high,14594,0.055842,0.0071125,0.12185,0.32338,,,,,,MouseCellAtlas_Fetal_Liver,magma_celltype_MouseCellAtlas_Fetal_Liver.gsa.out,COVAR,
Erythroblast_Klf1_high,14594,-0.025736,-0.0039444,0.15322,0.56669,,,,,,MouseCellAtlas_Fetal_Liver,magma_celltype_MouseCellAtlas_Fetal_Liver.gsa.out,COVAR,
Hepatocyte_Afp_high,14594,-0.13643,-0.019263,0.10234,0.90872,,,,,,MouseCellAtlas_Fetal_Liver,magma_celltype_MouseCellAtlas_Fetal_Liver.gsa.out,COVAR,
Macrophage,14594,0.244,0.033827,0.12712,0.027477,,,,,,MouseCellAtlas_Fetal_Liver,magma_celltype_MouseCellAtlas_Fetal_Liver.gsa.out,COVAR,
Mast_cell_Mcpt8_high,14594,-0.14013,-0.019398,0.14718,0.82946,,,,,,MouseCellAtlas_Fetal_Liver,magma_celltype_MouseCellAtlas_Fetal_Liver.gsa.out,COVAR,
Megakaryocyte,14594,0.034446,0.0052344,0.12702,0.39312,,,,,,MouseCellAtlas_Fetal_Liver,magma_celltype_MouseCellAtlas_Fetal_Liver.gsa.out,COVAR,
Neutrophil_Elane_high,14594,-0.27757,-0.039499,0.19319,0.9246,,,,,,MouseCellAtlas_Fetal_Liver,magma_celltype_MouseCellAtlas_Fetal_Liver.gsa.out,COVAR,
Neutrophil_Ngp_high,14594,-0.069367,-0.011383,0.11295,0.73043,,,,,,MouseCellAtlas_Fetal_Liver,magma_celltype_MouseCellAtlas_Fetal_Liver.gsa.out,COVAR,
Stem_and_progenitor_cell,14594,-0.38543,-0.054721,0.20246,0.97152,,,,,,MouseCellAtlas_Fetal_Liver,magma_celltype_MouseCellAtlas_Fetal_Liver.gsa.out,COVAR,
Epithelial_cell_Aldh1a2_high,14594,-0.16159,-0.019678,0.20452,0.78526,,,,,,MouseCellAtlas_Fetal_Lung,magma_celltype_MouseCellAtlas_Fetal_Lung.gsa.out,COVAR,
Epithelial_cell_Sftpc_high,14594,-0.44968,-0.05454,0.2642,0.95561,,,,,,MouseCellAtlas_Fetal_Lung,magma_celltype_MouseCellAtlas_Fetal_Lung.gsa.out,COVAR,
Erythroblast_Hba.x_high,14594,-0.51763,-0.061527,0.25948,0.97696,,,,,,MouseCellAtlas_Fetal_Lung,magma_celltype_MouseCellAtlas_Fetal_Lung.gsa.out,COVAR,
Erythroblast_Hbb.bs_high,14594,-0.15591,-0.01896,0.25548,0.72916,,,,,,MouseCellAtlas_Fetal_Lung,magma_celltype_MouseCellAtlas_Fetal_Lung.gsa.out,COVAR,
Erythroblast_Mt2_high,14594,0.19945,0.027307,0.15467,0.098612,,,,,,MouseCellAtlas_Fetal_Lung,magma_celltype_MouseCellAtlas_Fetal_Lung.gsa.out,COVAR,
Erythroblast_Mt2.Mt1_high,14594,0.074955,0.011519,0.14676,0.30477,,,,,,MouseCellAtlas_Fetal_Lung,magma_celltype_MouseCellAtlas_Fetal_Lung.gsa.out,COVAR,
Macrophage_Lyz2_high,14594,0.28179,0.036758,0.16016,0.039267,,,,,,MouseCellAtlas_Fetal_Lung,magma_celltype_MouseCellAtlas_Fetal_Lung.gsa.out,COVAR,
Macrophage_Pf4high,14594,0.36718,0.044461,0.16154,0.011519,,,,,,MouseCellAtlas_Fetal_Lung,magma_celltype_MouseCellAtlas_Fetal_Lung.gsa.out,COVAR,
Neutrophil_Gm5483_high,14594,-0.35199,-0.037939,0.22284,0.94289,,,,,,MouseCellAtlas_Fetal_Lung,magma_celltype_MouseCellAtlas_Fetal_Lung.gsa.out,COVAR,
Neutrophil_S100a8_high,14594,-0.27682,-0.040273,0.17289,0.94532,,,,,,MouseCellAtlas_Fetal_Lung,magma_celltype_MouseCellAtlas_Fetal_Lung.gsa.out,COVAR,
Smooth_muscle_cell,14594,-0.35529,-0.040901,0.24941,0.92284,,,,,,MouseCellAtlas_Fetal_Lung,magma_celltype_MouseCellAtlas_Fetal_Lung.gsa.out,COVAR,
Stromal_cell_Ankfy1_high,14594,-0.83888,-0.092376,0.36476,0.98926,,,,,,MouseCellAtlas_Fetal_Lung,magma_celltype_MouseCellAtlas_Fetal_Lung.gsa.out,COVAR,
Stromal_cell_Ptn_high,14594,-0.41539,-0.045439,0.32938,0.89635,,,,,,MouseCellAtlas_Fetal_Lung,magma_celltype_MouseCellAtlas_Fetal_Lung.gsa.out,COVAR,
Acinar_cell_Ctrb1_high,14594,-0.036586,-0.004522,0.20722,0.57007,,,,,,MouseCellAtlas_Fetal_Stomache,magma_celltype_MouseCellAtlas_Fetal_Stomache.gsa.out,COVAR,
Acinar_cell_Spp1_high,14594,-0.15553,-0.018433,0.25386,0.72994,,,,,,MouseCellAtlas_Fetal_Stomache,magma_celltype_MouseCellAtlas_Fetal_Stomache.gsa.out,COVAR,
Endocrine_cell,14594,0.034078,0.0033491,0.22551,0.43994,,,,,,MouseCellAtlas_Fetal_Stomache,magma_celltype_MouseCellAtlas_Fetal_Stomache.gsa.out,COVAR,
Endocrine_progenitor_cell,14594,-0.017391,-0.001864,0.15795,0.54384,,,,,,MouseCellAtlas_Fetal_Stomache,magma_celltype_MouseCellAtlas_Fetal_Stomache.gsa.out,COVAR,
Epithelial_cell,14594,-0.085266,-0.0090206,0.28515,0.61754,,,,,,MouseCellAtlas_Fetal_Stomache,magma_celltype_MouseCellAtlas_Fetal_Stomache.gsa.out,COVAR,
Erythroblast_Car2_high,14594,0.017565,0.0021257,0.16267,0.45701,,,,,,MouseCellAtlas_Fetal_Stomache,magma_celltype_MouseCellAtlas_Fetal_Stomache.gsa.out,COVAR,
Erythroblast_Hba.x_HIGH,14594,-0.023554,-0.0025196,0.19504,0.54806,,,,,,MouseCellAtlas_Fetal_Stomache,magma_celltype_MouseCellAtlas_Fetal_Stomache.gsa.out,COVAR,
Erythroblast_Hbb.bs_high,14594,0.028566,0.002705,0.35795,0.4682,,,,,,MouseCellAtlas_Fetal_Stomache,magma_celltype_MouseCellAtlas_Fetal_Stomache.gsa.out,COVAR,
Erythroblast_Klf1_high,14594,0.040351,0.0054618,0.15723,0.39873,,,,,,MouseCellAtlas_Fetal_Stomache,magma_celltype_MouseCellAtlas_Fetal_Stomache.gsa.out,COVAR,
Erythroblast_Snca_high,14594,-0.0034657,-0.00039193,0.14622,0.50945,,,,,,MouseCellAtlas_Fetal_Stomache,magma_celltype_MouseCellAtlas_Fetal_Stomache.gsa.out,COVAR,
Hepatocyte.Like_Cell_,14594,0.035851,0.0061567,0.072617,0.31076,,,,,,MouseCellAtlas_Fetal_Stomache,magma_celltype_MouseCellAtlas_Fetal_Stomache.gsa.out,COVAR,
