Trait1,Trait2,Trait1_code,Trait2_code,corr
parkinsons disease,hereditary/genetic haematological disorder,HC206,HC413,0.0168717334305212
Parkinson's disease,6mm index of best keratometry results (left),FH1262,INI5306,0.0166737953473283
Parkinson's disease,Weighted-mean FA in tract superior longitudinal fasciculus (right),FH1262,INI25510,0.0166308257013997
parkinsons disease,Arm fat mass (right),HC206,INI23120,0.0166262468440175
Parkinson's disease,logMAR in round (right),FH1262,INI5079,0.0164625315537855
Parkinson's disease,Fluid intelligence score,FH1262,INI20191,0.0162289879175421
Parkinson's disease,Volume of grey matter in Vermis VI Cerebellum,FH1262,INI25898,0.0161995028901067
Parkinson's disease,"Volume of grey matter in Superior Temporal Gyrus, posterior division (left)",FH1262,INI25800,0.0161738582745763
parkinsons disease,Weighted-mean FA in tract forceps major,HC206,INI25498,0.0161688124584746
parkinsons disease,Mean FA in superior corona radiata on FA skeleton (right),HC206,INI25080,0.0159717156238987
Parkinson's disease,Potassium in urine,FH1262,INI30520,0.0159176258558204
parkinsons disease,hayfever/allergic rhinitis,HC206,HC49,0.015893340357737
parkinsons disease,Coffee intake,HC206,INI1498,0.0158548756156981
parkinsons disease,Leg total mass (right),HC206,INI23273,0.0157783045582474
Parkinson's disease,Maximum carotid IMT (intima-medial thickness) at 240 degrees,FH1262,INI22681,0.015768106066128
Parkinson's disease,Mean ICVF in tapetum on FA skeleton (left),FH1262,INI25391,0.0156862118049379
Parkinson's disease,Weighted-mean FA in tract superior longitudinal fasciculus (left),FH1262,INI25509,0.0155643131813494
parkinsons disease,diabetic neuropathy/ulcers,HC206,HC388,0.0154728949750724
Parkinson's disease,Trunk lean mass,FH1262,INI23285,0.0153322362082648
parkinsons disease,Weighted-mean L3 in tract superior longitudinal fasciculus (right),HC206,INI25645,0.0152385037347348
Parkinson's disease,Android bone mass,FH1262,INI23244,0.0150489004563752
parkinsons disease,cabergoline,HC206,MED1140864566,0.0150055236340393
Parkinson's disease,Volume of grey matter in Precentral Gyrus (left),FH1262,INI25794,0.0149675567761796
Parkinson's disease,pancreatitis,FH1262,HC392,0.0148661502025912
Parkinson's disease,Total fat-free mass,FH1262,INI23279,0.0148532769233849
Parkinson's disease,Mean carotid IMT (intima-medial thickness) at 240 degrees,FH1262,INI22680,0.0146601935726253
Parkinson's disease,phyllocontin continus 225mg m/r tablet,FH1262,MED1140862266,0.014648841757286
Parkinson's disease,Weighted-mean L3 in tract forceps major,FH1262,INI25633,0.0144877654760682
parkinsons disease,Weighted-mean ICVF in tract forceps minor,HC206,INI25661,0.0143976583604168
parkinsons disease,buccastem 3mg tablet,HC206,MED1140868192,0.014340994743039
parkinsons disease,Leg total mass (left),HC206,INI23269,0.0141986269816288
parkinsons disease,Weighted-mean L3 in tract cingulate gyrus part of cingulum (left),HC206,INI25627,0.0140802120310091
Parkinson's disease,kapake tablet,FH1262,MED1140864070,0.0139153336355273
parkinsons disease,Weighted-mean L1 in tract posterior thalamic radiation (right),HC206,INI25589,0.0139124817878967
parkinsons disease,breast cancer,HC206,cancer1002,0.0139017968777397
parkinsons disease,Eosinophill count,HC206,INI30150,0.0136252214270461
Parkinson's disease,Mean ICVF in superior cerebellar peduncle on FA skeleton (right),FH1262,INI25356,0.0135651833304996
parkinsons disease,Weighted-mean ICVF in tract superior longitudinal fasciculus (left),HC206,INI25671,0.0133842062159268
Parkinson's disease,morphine,FH1262,MED1140871692,0.0133826259695957
Parkinson's disease,Android lean mass,FH1262,INI23246,0.0133313179950445
parkinsons disease,hydroxyzine,HC206,MED1140883656,0.0133045311318542
parkinsons disease,bendroflumethiazide,HC206,MED1141194794,0.0132985277217192
parkinsons disease,mometasone furoate 0.1% ointment,HC206,MED1140888176,0.0132089427786198
Parkinson's disease,"Volume of grey matter in Lateral Occipital Cortex, inferior division (left)",FH1262,INI25826,0.0128683327963557
Parkinson's disease,losartan,FH1262,MED1140916356,0.0127857256890299
Parkinson's disease,evista 60mg tablet,FH1262,MED1141168578,0.0126159704285328
Parkinson's disease,Volume of grey matter in Middle Frontal Gyrus (left),FH1262,INI25788,0.0124549092699214
parkinsons disease,Weighted-mean MD in tract inferior fronto-occipital fasciculus (left),HC206,INI25527,0.0123639827772407
parkinsons disease,dexamethasone+hypromellose 0.1%/0.5% eye drops,HC206,MED1141169844,0.0123615483905641
Parkinson's disease,Risk taking,FH1262,BIN2040,0.0122817727014657
Parkinson's disease,solpadeine capsule,FH1262,MED1141168650,0.0121638216271055
Parkinson's disease,Weighted-mean ISOVF in tract acoustic radiation (left),FH1262,INI25704,0.0120973898720876
parkinsons disease,Weighted-mean FA in tract superior thalamic radiation (right),HC206,INI25512,0.0120501664995001
parkinsons disease,inderal 10mg tablet,HC206,MED1140866804,0.0120058182571527
Parkinson's disease,Volume of thalamus (right),FH1262,INI25012,0.0118547994574524
parkinsons disease,Mean FA in cingulum cingulate gyrus on FA skeleton (right),HC206,INI25090,0.0118535155516828
Parkinson's disease,Weighted-mean L3 in tract uncinate fasciculus (right),FH1262,INI25649,0.0118384764197041
parkinsons disease,Weighted-mean MD in tract superior longitudinal fasciculus (right),HC206,INI25537,0.0117570277741983
Parkinson's disease,Lifetime number of sexual partners,FH1262,INI2149,0.0117134175152377
parkinsons disease,Weighted-mean OD in tract inferior longitudinal fasciculus (left),HC206,INI25691,0.0116391199872436
Parkinson's disease,Volume of grey matter in Central Opercular Cortex (left),FH1262,INI25864,0.0114204086148554
Parkinson's disease,Doctor diagnosed bronchiectasis,FH1262,BIN22134,0.0113999919863294
parkinsons disease,Pulse wave peak to peak time,HC206,INI4196,0.0113504177718848
parkinsons disease,anadin tablet,HC206,MED1140911754,0.0111242255302553
parkinsons disease,Arm bone area (left),HC206,INI23313,0.0111233038058009
Parkinson's disease,Mean FA in uncinate fasciculus on FA skeleton (right),FH1262,INI25100,0.0108348506918976
Parkinson's disease,Weighted-mean OD in tract posterior thalamic radiation (right),FH1262,INI25697,0.0106395462197305
Parkinson's disease,Mean ISOVF in anterior corona radiata on FA skeleton (right),FH1262,INI25462,0.0106379447746189
parkinsons disease,Weighted-mean MO in tract parahippocampal part of cingulum (left),HC206,INI25548,0.0105842043745954
Parkinson's disease,myasthenia gravis,FH1262,HC330,0.0105644927247529
Parkinson's disease,insulin product,FH1262,MED1140883066,0.0104791339680657
Parkinson's disease,Mean ISOVF in posterior corona radiata on FA skeleton (left),FH1262,INI25467,0.010472271668007
Parkinson's disease,Volume of grey matter in I-IV Cerebellum (left),FH1262,INI25893,0.0104452629269181
parkinsons disease,Weighted-mean L1 in tract inferior longitudinal fasciculus (left),HC206,INI25583,0.0103892049465269
Parkinson's disease,trospium,FH1262,MED1141171496,0.010279044783246
parkinsons disease,Mean FA in anterior corona radiata on FA skeleton (right),HC206,INI25078,0.0102474534112028
Parkinson's disease,bendroflumethiazide,FH1262,MED1141194794,0.0102016746402943
Parkinson's disease,Breast cancer,FH1262,FH1002,0.0100036260859649
Parkinson's disease,Weighted-mean L3 in tract superior longitudinal fasciculus (left),FH1262,INI25644,0.0099238090546152
Parkinson's disease,adizem-60 m/r tablet,FH1262,MED1140861138,0.0099228988904527
Parkinson's disease,epilepsy,FH1262,HC437,0.00989869507616778
Parkinson's disease,Trunk bone area,FH1262,INI23304,0.00982775169513358
parkinsons disease,Weighted-mean L3 in tract corticospinal tract (right),HC206,INI25632,0.00976436784581466
Parkinson's disease,Mean ISOVF in external capsule on FA skeleton (left),FH1262,INI25473,0.00967093656145759
Parkinson's disease,otomize ear spray,FH1262,MED1140882728,0.0096277526574298
Parkinson's disease,Weighted-mean ISOVF in tract forceps major,FH1262,INI25714,0.0093050496588509
Parkinson's disease,Mean carotid IMT (intima-medial thickness) at 150 degrees,FH1262,INI22674,0.00911787904213373
Parkinson's disease,gastroenteritis/dysentry,FH1262,HC100,0.00907917317955124
Parkinson's disease,Forced expiratory volume in 1-second (FEV1),FH1262,INI3063,0.00905193457212762
Parkinson's disease,Hearing difficulty/problems with background noise,FH1262,BIN2257,0.00902468272818827
Parkinson's disease,inguinal hernia,FH1262,HC243,0.00871678140570544
Parkinson's disease,6mm regularity index (right),FH1262,INI5161,0.00862834776166515
parkinsons disease,Pulse wave Arterial Stiffness index,HC206,INI21021,0.00846541536568725
parkinsons disease,Weighted-mean L2 in tract cingulate gyrus part of cingulum (left),HC206,INI25600,0.00845074703021623
parkinsons disease,Volume of grey matter in VIIIb Cerebellum (right),HC206,INI25914,0.00832200105311272
parkinsons disease,Weighted-mean MO in tract parahippocampal part of cingulum (right),HC206,INI25549,0.00818839878010537
Parkinson's disease,Weighted-mean FA in tract forceps major,FH1262,INI25498,0.00788793849541594
Parkinson's disease,Legs lean mass,FH1262,INI23275,0.00780980248231778
parkinsons disease,ketoprofen,HC206,MED1140871506,0.0076952894662302
parkinsons disease,Weighted-mean ICVF in tract acoustic radiation (left),HC206,INI25650,0.007678284103779
Parkinson's disease,Mean ICVF in cerebral peduncle on FA skeleton (right),FH1262,INI25358,0.00761578250482221
parkinsons disease,oestrogel 0.06% gel,HC206,MED1141167206,0.00759938336619594
Parkinson's disease,actonel 5mg tablet,FH1262,MED1141175690,0.00753086015149729
parkinsons disease,Cancer diagnosed by doctor,HC206,BIN2453,0.00749067648337407
Parkinson's disease,Basophill percentage,FH1262,INI30220,0.00724977308782779
Parkinson's disease,Ever had surgery for glaucoma or high eye pressure,FH1262,BIN5326,0.00712218892656921
Parkinson's disease,Number of cigarettes previously smoked daily,FH1262,INI2887,0.00700566746305702
parkinsons disease,salbutamol+ipratropium 100micrograms/20micrograms inhaler,HC206,MED1140864966,0.00698718128118826
Parkinson's disease,Volume of grey matter in Heschl's Gyrus (includes H1 and H2) (right),FH1262,INI25871,0.00698288232905421
Parkinson's disease,rubella/german measles,FH1262,HC224,0.00695910722926024
parkinsons disease,Legs total mass,HC206,INI23277,0.00688348810459548
Parkinson's disease,Weighted-mean MD in tract inferior fronto-occipital fasciculus (left),FH1262,INI25527,0.00664069409821613
Parkinson's disease,Weighted-mean MD in tract acoustic radiation (left),FH1262,INI25515,0.00651071465540874
Parkinson's disease,Leg lean mass (left),FH1262,INI23267,0.00646897056303059
parkinsons disease,ventolin 100micrograms inhaler,HC206,MED1140861998,0.00623207774782247
parkinsons disease,Weighted-mean L3 in tract inferior fronto-occipital fasciculus (left),HC206,INI25635,0.00622767024789093
parkinsons disease,arcoxia 90mg tablet,HC206,MED1141180150,0.00605968767773701
Parkinson's disease,Weighted-mean L1 in tract inferior longitudinal fasciculus (left),FH1262,INI25583,0.00604933007291752
Parkinson's disease,Volume of thalamus (left),FH1262,INI25011,0.00584708701863411
Parkinson's disease,Mean FA in superior fronto-occipital fasciculus on FA skeleton (right),FH1262,INI25098,0.00565959590111201
parkinsons disease,Weighted-mean ICVF in tract superior longitudinal fasciculus (right),HC206,INI25672,0.0056298169614155
parkinsons disease,vardenafil,HC206,MED1141192248,0.00517647070375116
Parkinson's disease,Basophill count,FH1262,INI30160,0.0050487299297105
parkinsons disease,rosiglitazone 1mg/metformin 500mg tablet,HC206,MED1141189090,0.00504586065053582
Parkinson's disease,pyelonephritis,FH1262,HC112,0.00494399575462724
Parkinson's disease,Weighted-mean OD in tract parahippocampal part of cingulum (right),FH1262,INI25684,0.0048528168847502
Parkinson's disease,Volume of grey matter in Vermis VIIb Cerebellum,FH1262,INI25907,0.00480331078129468
parkinsons disease,Weighted-mean MO in tract superior thalamic radiation (left),HC206,INI25565,0.00462319265210397
Parkinson's disease,Whole body fat mass,FH1262,INI23100,0.00455298578495026
parkinsons disease,Weighted-mean MO in tract posterior thalamic radiation (left),HC206,INI25561,0.00455051089940031
parkinsons disease,becotide 50 inhaler,HC206,MED1140862382,0.00432932684360637
parkinsons disease,Mean FA in retrolenticular part of internal capsule on FA skeleton (left),HC206,INI25077,0.00430127418732045
parkinsons disease,Arm total mass (left),HC206,INI23252,0.0041289319398033
Parkinson's disease,Leg pain when walking ever disappears while walking,FH1262,BIN5496,0.00410221585952154
Parkinson's disease,Femur lower neck BMD (bone mineral density) (left),FH1262,INI23302,0.00407733541622863
Parkinson's disease,lichen sclerosis,FH1262,HC13,0.00401974016812391
Parkinson's disease,Sleep duration,FH1262,INI1160,0.00384633287796708
Parkinson's disease,Leg fat mass (left),FH1262,INI23116,0.00358964434320236
parkinsons disease,Arms total mass,HC206,INI23260,0.00354155888610577
Parkinson's disease,flecainide,FH1262,MED1140888570,0.00350379978402059
Parkinson's disease,gastro-oesophageal reflux (gord)/gastric reflux,FH1262,HC164,0.0034896191325085
parkinsons disease,phenergan 10mg tablet,HC206,MED1140862810,0.00336995335911428
parkinsons disease,Body surface area,HC206,INI22427,0.00333427982022666
Parkinson's disease,Mean ISOVF in posterior corona radiata on FA skeleton (right),FH1262,INI25466,0.00331200471126145
Parkinson's disease,Mean FA in retrolenticular part of internal capsule on FA skeleton (left),FH1262,INI25077,0.00329918919184892
Parkinson's disease,diclofenac sodium+misoprostol,FH1262,MED1140878036,0.0032846680871612
Parkinson's disease,norgeston tablet,FH1262,MED1140869370,0.00328126716395772
Parkinson's disease,liothyronine,FH1262,MED1140884512,0.00317999639755674
Parkinson's disease,irbesartan+hydrochlorothiazide 150mg/12.5mg tablet,FH1262,MED1141172682,0.00311909625581026
parkinsons disease,Weighted-mean FA in tract superior thalamic radiation (left),HC206,INI25511,0.00295843631802234
Parkinson's disease,mitral stenosis,FH1262,HC305,0.00292506845891974
parkinsons disease,brimonidine tartrate,HC206,MED1141150750,0.00292167008682159
Parkinson's disease,Weighted-mean FA in tract acoustic radiation (right),FH1262,INI25489,0.00274932545113023
Parkinson's disease,Weighted-mean L1 in tract acoustic radiation (left),FH1262,INI25569,0.00272208268009117
Parkinson's disease,Minimum carotid IMT (intima-medial thickness) at 210 degrees,FH1262,INI22676,0.00259122646335691
Parkinson's disease,Peak expiratory flow (PEF),FH1262,INI3064,0.00255855014149782
Parkinson's disease,"Volume of grey matter in Temporal Fusiform Cortex, anterior division (left)",FH1262,INI25854,0.00253171719315213
parkinsons disease,Weighted-mean L2 in tract forceps minor,HC206,INI25607,0.00243065894536492
Parkinson's disease,"Volume of brain, grey+white",FH1262,INI25010,0.0023662881100523
Parkinson's disease,vitamin a,FH1262,MED1140852756,0.00221540744787382
Parkinson's disease,Volume of grey matter in Vermis Crus II Cerebellum,FH1262,INI25904,0.00216683750341311
Parkinson's disease,Weighted-mean ISOVF in tract superior longitudinal fasciculus (right),FH1262,INI25726,0.0020882412891394
Parkinson's disease,Weighted-mean L2 in tract anterior thalamic radiation (left),FH1262,INI25598,0.00192223851342995
parkinsons disease,non-melanoma skin cancer,HC206,cancer1060,0.0018922989353927
Parkinson's disease,Mean FA in sagittal stratum on FA skeleton (left),FH1262,INI25087,0.00143178616210517
Parkinson's disease,cardioplen xl 5mg m/r tablet,FH1262,MED1141199858,0.00140590318454789
parkinsons disease,Mean ICVF in anterior corona radiata on FA skeleton (right),HC206,INI25366,0.00139595697430746
Parkinson's disease,Volume of grey matter in Frontal Medial Cortex (right),FH1262,INI25831,0.00136782186752428
Parkinson's disease,Mean ISOVF in splenium of corpus callosum on FA skeleton,FH1262,INI25444,0.00132568588571467
Parkinson's disease,Mean ICVF in tapetum on FA skeleton (right),FH1262,INI25390,0.00126181770023715
Parkinson's disease,"Volume of grey matter in Cingulate Gyrus, anterior division (left)",FH1262,INI25838,0.00116606687588184
parkinsons disease,eczema/dermatitis,HC206,HC261,0.00114843217378509
parkinsons disease,femara 2.5mg tablet,HC206,MED1141145900,0.0011134753005478
parkinsons disease,mitral stenosis,HC206,HC305,0.00107566260107142
Parkinson's disease,eczema/dermatitis,FH1262,HC261,0.00106631029548949
parkinsons disease,Arm fat-free mass (right),HC206,INI23121,0.00101138854911455
parkinsons disease,Bread intake,HC206,INI1438,0.000989597683594871
parkinsons disease,amantadine,HC206,MED1140879644,0.000936624775012306
parkinsons disease,Android bone mass,HC206,INI23244,0.000925924629536227
Parkinson's disease,pulmonary embolism +/- dvt,FH1262,HC203,0.000901589536166979
Parkinson's disease,losec 10mg capsule,FH1262,MED1140909578,0.000899142885592774
Parkinson's disease,escitalopram,FH1262,MED1141180212,0.000872005875140489
Parkinson's disease,symbicort 100/6 turbohaler,FH1262,MED1141174520,0.000865822726761252
Parkinson's disease,Reticulocyte percentage,FH1262,INI30240,0.00061091214931792
Parkinson's disease,Mean ICVF in superior cerebellar peduncle on FA skeleton (left),FH1262,INI25357,0.000535989444066237
parkinsons disease,Mean ICVF in superior longitudinal fasciculus on FA skeleton (left),HC206,INI25385,0.000516558961737672
parkinsons disease,Pulse rate (during blood-pressure measurement),HC206,INI95,0.000308793297950457
Parkinson's disease,Weighted-mean FA in tract anterior thalamic radiation (right),FH1262,INI25491,0.000284189771933273
parkinsons disease,Weighted-mean L3 in tract acoustic radiation (right),HC206,INI25624,0.000246830795918145
parkinsons disease,Weighted-mean L1 in tract inferior longitudinal fasciculus (right),HC206,INI25584,0.000227660310550616
parkinsons disease,Total fat mass,HC206,INI23278,0.000226641108244634
Parkinson's disease,Weighted-mean MD in tract inferior longitudinal fasciculus (left),FH1262,INI25529,0.000187866725211594
Parkinson's disease,Weighted-mean ISOVF in tract superior longitudinal fasciculus (left),FH1262,INI25725,0.00012133615341311
Parkinson's disease,Maximum carotid IMT (intima-medial thickness) at 120 degrees,FH1262,INI22672,9.89743248661e-05
parkinsons disease,Weighted-mean ICVF in tract anterior thalamic radiation (right),HC206,INI25653,-0.000344510075053427
Parkinson's disease,male genital tract cancer,FH1262,cancer1038,-0.000368419610406388
parkinsons disease,Statin,HC206,MED1000000001,-0.000387787722939646
Parkinson's disease,minocycline,FH1262,MED1140873480,-0.000480567102520683
Parkinson's disease,Weighted-mean L1 in tract forceps minor,FH1262,INI25580,-0.000600419858565933
Parkinson's disease,rhinocort 50micrograms nasal spray,FH1262,MED1140876146,-0.000687690737387185
Parkinson's disease,Volume of grey matter in VIIb Cerebellum (right),FH1262,INI25908,-0.000711912422893885
parkinsons disease,Mean ICVF in posterior limb of internal capsule on FA skeleton (left),HC206,INI25363,-0.000734376351275287
parkinsons disease,Gynoid bone mass,HC206,INI23261,-0.000797224858050785
parkinsons disease,Weighted-mean L1 in tract inferior fronto-occipital fasciculus (left),HC206,INI25581,-0.000817991770652768
parkinsons disease,travoprost,HC206,MED1141185316,-0.0010181531644845
Parkinson's disease,Mean ISOVF in corticospinal tract on FA skeleton (left),FH1262,INI25447,-0.00113425273348935
Parkinson's disease,obsessive compulsive disorder (ocd),FH1262,HC324,-0.00127718557579459
Parkinson's disease,Ventricular rate,FH1262,INI12336,-0.00130095181661746
Parkinson's disease,Mean ISOVF in sagittal stratum on FA skeleton (right),FH1262,INI25470,-0.00141044102401449
Parkinson's disease,e45 cream,FH1262,MED1140878304,-0.00171667391553286
Parkinson's disease,Volume of grey matter in Precuneous Cortex (right),FH1262,INI25843,-0.00172232070351335
Parkinson's disease,Volume of grey matter in Precentral Gyrus (right),FH1262,INI25795,-0.00172812214532976
Parkinson's disease,non-hodgkins lymphoma,FH1262,cancer1053,-0.00181074486278507
parkinsons disease,oxycodone hydrochloride,HC206,MED1141171038,-0.00181174295961582
Parkinson's disease,Weighted-mean L1 in tract anterior thalamic radiation (left),FH1262,INI25571,-0.00182048664207713
parkinsons disease,senna product,HC206,MED1141157178,-0.00183889890459594
parkinsons disease,maxidex eye drops,HC206,MED1140882722,-0.00184501470355033
Parkinson's disease,Arms lean mass,FH1262,INI23258,-0.00184995240051813
Parkinson's disease,simvastatin,FH1262,MED1140861958,-0.00189663100612879
parkinsons disease,Weighted-mean L3 in tract superior longitudinal fasciculus (left),HC206,INI25644,-0.00209894583356174
parkinsons disease,Doctor diagnosed hayfever or allergic rhinitis,HC206,BIN22126,-0.00214811591598442
Parkinson's disease,Haematocrit percentage,FH1262,INI30030,-0.00228523089421637
parkinsons disease,Mean ICVF in anterior corona radiata on FA skeleton (left),HC206,INI25367,-0.00236175849550725
parkinsons disease,deep venous thrombosis (dvt),HC206,HC166,-0.00236204059895747
parkinsons disease,azithromycin,HC206,MED1140873642,-0.00236968765082363
parkinsons disease,dorzolamide,HC206,MED1140922714,-0.00248215065134779
Parkinson's disease,Volume of grey matter in Vermis X Cerebellum,FH1262,INI25919,-0.00265945031080844
parkinsons disease,Weighted-mean L3 in tract forceps minor,HC206,INI25634,-0.0027549947630063
parkinsons disease,Breast cancer,HC206,FH1002,-0.00287239706687417
parkinsons disease,Mean ICVF in superior longitudinal fasciculus on FA skeleton (right),HC206,INI25384,-0.00303077135666377
Parkinson's disease,Weighted-mean MD in tract anterior thalamic radiation (left),FH1262,INI25517,-0.00306999981335566
parkinsons disease,phenobarbitone,HC206,MED2038460068,-0.00307438825540641
parkinsons disease,6mm strong meridian (left),HC206,INI5134,-0.00347002870995656
Parkinson's disease,Age asthma diagnosed by doctor,FH1262,INI22147,-0.00370146637976377
Parkinson's disease,Weighted-mean FA in tract posterior thalamic radiation (left),FH1262,INI25507,-0.00404430152542973
Parkinson's disease,hydroxycarbamide,FH1262,MED1141195044,-0.00419458889962731
parkinsons disease,Tense/'highly strung',HC206,BIN1990,-0.00456458154026926
Parkinson's disease,Weighted-mean L1 in tract anterior thalamic radiation (right),FH1262,INI25572,-0.00456797858963986
Parkinson's disease,sodium valproate,FH1262,MED1140872198,-0.0045858069198858
parkinsons disease,Legs fat mass,HC206,INI23274,-0.00469265575586067
parkinsons disease,nasal polyps,HC206,HC156,-0.00469909587865034
Parkinson's disease,Volume of grey matter in Amygdala (left),FH1262,INI25888,-0.00476451980092582
Parkinson's disease,Total volume of white matter hyperintensities (from T1 and T2 FLAIR images),FH1262,INI25781,-0.00482096927288758
Parkinson's disease,fosamax 5mg tablet,FH1262,MED1141176570,-0.00490862548927301
parkinsons disease,Volume of grey matter in Vermis VIIIa Cerebellum,HC206,INI25910,-0.00492639190137538
parkinsons disease,type 2 diabetes,HC206,HC165,-0.00509420615443652
Parkinson's disease,Mean ISOVF in anterior corona radiata on FA skeleton (left),FH1262,INI25463,-0.00516803232467041
Parkinson's disease,Age tuberculosis diagnosed by doctor,FH1262,INI22157,-0.0053972503011108
parkinsons disease,nefopam,HC206,MED1140884560,-0.00550689490826997
Parkinson's disease,Minimum carotid IMT (intima-medial thickness) at 120 degrees,FH1262,INI22670,-0.00556342678973089
Parkinson's disease,acute infective polyneuritis/guillain-barre syndrome,FH1262,HC250,-0.00559685703104112
Parkinson's disease,Weighted-mean L2 in tract forceps major,FH1262,INI25606,-0.00562031558266169
parkinsons disease,nedocromil,HC206,MED1140883706,-0.00570571508670904
parkinsons disease,Weighted-mean ISOVF in tract acoustic radiation (right),HC206,INI25705,-0.00582927304908793
Parkinson's disease,Total traffic load on major roads,FH1262,INI24013,-0.00586131695240985
parkinsons disease,Volume of grey matter in Vermis Crus II Cerebellum,HC206,INI25904,-0.00593190676688395
Parkinson's disease,noriday tablet,FH1262,MED1140869278,-0.00599074487875897
parkinsons disease,Leg fat-free mass (left),HC206,INI23117,-0.00602868495686624
parkinsons disease,sodium bicarbonate,HC206,MED1140877826,-0.00603447123676348
parkinsons disease,Wheeze or whistling in the chest in last year,HC206,INI2316,-0.00603776732154901
Parkinson's disease,Average weekly spirits intake,FH1262,INI1598,-0.00615412961643029
Parkinson's disease,rheumatoid arthritis,FH1262,HC430,-0.00616853186840766
Parkinson's disease,oxycodone hydrochloride,FH1262,MED1141171038,-0.00618148777987247
parkinsons disease,eltroxin 25micrograms tablet,HC206,MED1141178036,-0.00621552332387346
Parkinson's disease,Weighted-mean FA in tract cingulate gyrus part of cingulum (left),FH1262,INI25492,-0.0063446282161817
parkinsons disease,Volume of grey matter in VIIIa Cerebellum (left),HC206,INI25909,-0.00647866490733451
Parkinson's disease,Weighted-mean ICVF in tract acoustic radiation (right),FH1262,INI25651,-0.00661758009970226
Parkinson's disease,Weighted-mean MD in tract cingulate gyrus part of cingulum (right),FH1262,INI25520,-0.00682947569424373
parkinsons disease,Irritability,HC206,BIN1940,-0.00683948989265796
parkinsons disease,Volume of grey matter in IX Cerebellum (right),HC206,INI25917,-0.00689719184537816
Parkinson's disease,Average weekly fortified wine intake,FH1262,INI1608,-0.00698649633070742
Parkinson's disease,Corneal hysteresis (right),FH1262,INI5256,-0.00718659369577646
parkinsons disease,Mean ICVF in posterior corona radiata on FA skeleton (left),HC206,INI25371,-0.00729512479081562
parkinsons disease,Mean FA in sagittal stratum on FA skeleton (right),HC206,INI25086,-0.00742326448609363
parkinsons disease,"Age deep-vein thrombosis (DVT, blood clot in leg) diagnosed",HC206,INI4012,-0.00742962040845253
parkinsons disease,Weighted-mean FA in tract forceps minor,HC206,INI25499,-0.0074478372652318
Parkinson's disease,type 2 diabetes,FH1262,HC165,-0.00753691657477939
parkinsons disease,Weighted-mean MD in tract forceps minor,HC206,INI25526,-0.00757014133953605
Parkinson's disease,Childhood sunburn occasions,FH1262,INI1737,-0.00759631351535265
Parkinson's disease,Weighted-mean L1 in tract posterior thalamic radiation (left),FH1262,INI25588,-0.00764755693964
Parkinson's disease,dilzem sr 60mg long acting m/r capsule,FH1262,MED1140861166,-0.00766534942706246
Parkinson's disease,Volume of hippocampus (left),FH1262,INI25019,-0.00768150875977164
Parkinson's disease,nasobec aqueous 50micrograms nasal spray,FH1262,MED1141145638,-0.00784698377880463
Parkinson's disease,QRS duration,FH1262,INI12340,-0.0079073253985598
parkinsons disease,Age started wearing glasses or contact lenses,HC206,INI2217,-0.00822472320434006
Parkinson's disease,Volume of grey matter in Crus II Cerebellum (left),FH1262,INI25903,-0.00828023474146924
Parkinson's disease,Mean FA in inferior cerebellar peduncle on FA skeleton (right),FH1262,INI25066,-0.00834782051319368
parkinsons disease,viagra 25mg tablet,HC206,MED1141168944,-0.00835964311866869
parkinsons disease,humira 40mg injection solution 0.8ml prefilled syringe,HC206,MED1141188594,-0.00836661991509132
Parkinson's disease,Weighted-mean L1 in tract uncinate fasciculus (right),FH1262,INI25595,-0.00852043587715632
Parkinson's disease,viagra 25mg tablet,FH1262,MED1141168944,-0.00879215821680165
Parkinson's disease,premique cycle 10mg tablet,FH1262,MED1140922806,-0.00879373564510156
parkinsons disease,liothyronine,HC206,MED1140884512,-0.00885591416171551
Parkinson's disease,Alzheimer's disease/dementia,FH1262,FH1263,-0.00889688416489086
parkinsons disease,oestrogel 1.25g gel,HC206,MED1140917450,-0.00899287753074219
parkinsons disease,Arm fat mass (right),HC206,INI23253,-0.00901305677108625
parkinsons disease,Weighted-mean OD in tract superior longitudinal fasciculus (right),HC206,INI25699,-0.00903098656635887
Parkinson's disease,"logMAR, final (right)",FH1262,INI5201,-0.00946331614972958
Parkinson's disease,allopurinol,FH1262,MED1140875408,-0.00947190190649275
Parkinson's disease,Weighted-mean ICVF in tract acoustic radiation (left),FH1262,INI25650,-0.00953874021313227
Parkinson's disease,Volume of grey matter in Caudate (right),FH1262,INI25881,-0.00964215305014135
Parkinson's disease,Age angina diagnosed,FH1262,INI3627,-0.00977164507961567
Parkinson's disease,Impedance of arm (left),FH1262,INI23110,-0.00992416765876652
Parkinson's disease,Arm total mass (right),FH1262,INI23256,-0.0102746660439071
Parkinson's disease,Leg tissue fat percentage (right),FH1262,INI23272,-0.0102998441997827
Parkinson's disease,co-proxamol,FH1262,MED1140923348,-0.0103390246843878
parkinsons disease,Volume of grey matter in VIIIb Cerebellum (left),HC206,INI25912,-0.0104007529826073
Parkinson's disease,Weighted-mean OD in tract inferior longitudinal fasciculus (right),FH1262,INI25692,-0.0104263189189225
Parkinson's disease,salbutamol,FH1262,MED1140881856,-0.0104976189703936
parkinsons disease,Weighted-mean L2 in tract anterior thalamic radiation (left),HC206,INI25598,-0.0106622950334682
