Sheet,Cell_Type,Sig,Count,Reference,Source,Dataset
Coetzee2016,h1_derived_mesenchymal_stem_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,h1_derived_neuronal_progenitor_cultured_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,ips_18_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,ips_20b_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,ips_df_19_11_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,ips_df_6_9_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,hepg2_hepatocellular_carcinoma_cell_line,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,imr90_fetal_lung_fibroblasts_cell_line,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,nhlf_lung_fibroblast_primary_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,hsmm_skeletal_muscle_myoblasts_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,hsmm_cell_derived_skeletal_muscle_myotubes_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,nhdf_ad_adult_dermal_fibroblast_primary_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,nhek_epidermal_keratinocyte_primary_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,foreskin_fibroblast_primary_cells_skin01,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,foreskin_fibroblast_primary_cells_skin02,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,foreskin_keratinocyte_primary_cells_skin03,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,foreskin_melanocyte_primary_cells_skin01,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,foreskin_melanocyte_primary_cells_skin03,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,huvec_umbilical_vein_endothelial_primary_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_b_cells_from_peripheral_blood,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_t_cells_effector_memory_enriched_from_p...,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_t_helper_naive_cells_from peripheral ...,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_t_helper_cells_pma_i_stimulated,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_t_helper_17_cells_pma_i_stimulated,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_t_helper_cells_from peripheral blood,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_t_helper_memory_cells_from_peripheral_b...,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_t_helper_naive_cells_from_peripheral_blood,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_t_cd8+_memory_cells_from_peripheral_blood,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_t_cd8+_naive_cells_from_peripheral_blood,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,dnd41_tcell_leukemia_cell_line,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_mononuclear_cells_from peripheral blood,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,hues48_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,h1_bmp4_derived_mesendoderm_cultured_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,h1_bmp4_derived_trophoblast_cultured_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,h1_derived_neuronal_progenitor_cultured_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,nhdf_ad_adult_dermal_fibroblast_primary_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,monocytes_cd14+_ro01746_primary_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_monocytes_from peripheral blood,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,dnd41_tcell_leukemia_cell_line,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,gm12878_lymphoblastoid_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,k562_leukemia_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_hematopoietic_stem_cells_g_csf_mobilize...,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,osteoblast_primary_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,nh_a_astrocytes_primary_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,hmec_mammary_epithelial_primary_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,hela_s3_cervical_carcinoma_cell_line,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,h1_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,h9_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,hues48_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,hues6_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,hues64_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,hesc_derived_cd184+_endoderm_cultured_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,h1_bmp4_derived_mesendoderm_cultured_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,h1_bmp4_derived_trophoblast_cultured_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,h1_derived_mesenchymal_stem_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,h1_derived_neuronal_progenitor_cultured_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,adipose_nuclei,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,ips_18_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,ips_20b_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,ips_df_19_11_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,ips_df_6_9_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,hepg2_hepatocellular_carcinoma_cell_line,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,imr90_fetal_lung_fibroblasts_cell_line,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,nhlf_lung_fibroblast_primary_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,hsmm_skeletal_muscle_myoblasts_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,hsmm_cell_derived_skeletal_muscle_myotubes_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,nhdf_ad_adult_dermal_fibroblast_primary_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,nhek_epidermal_keratinocyte_primary_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,foreskin_fibroblast_primary_cells_skin01,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,foreskin_fibroblast_primary_cells_skin02,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,foreskin_keratinocyte_primary_cells_skin03,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,mesenchymal_stem_cell_derived_chondrocyte_cultu...,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,bone_marrow_derived_cultured_mesenchymal_stem_c...,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,huvec_umbilical_vein_endothelial_primary_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,monocytes_cd14+_ro01746_primary_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_monocytes_from peripheral blood,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_b_cells_from_peripheral_blood,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_t_cells_effector_memory_enriched_from_p...,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_t_helper_naive_cells_from peripheral ...,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_t_helper_cells_pma_i_stimulated,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_t_helper_17_cells_pma_i_stimulated,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_t_helper_cells_from peripheral blood,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_t_helper_memory_cells_from_peripheral_b...,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_t_helper_naive_cells_from_peripheral_blood,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_natural_killer_cells_from peripheral ...,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_t_cd8+_memory_cells_from_peripheral_blood,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_t_cd8+_naive_cells_from_peripheral_blood,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,dnd41_tcell_leukemia_cell_line,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,gm12878_lymphoblastoid_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,k562_leukemia_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_hematopoietic_stem_cells_g_csf_mobilize...,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_mononuclear_cells_from peripheral blood,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,osteoblast_primary_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,nh_a_astrocytes_primary_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,hmec_mammary_epithelial_primary_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,hela_s3_cervical_carcinoma_cell_line,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,h1_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,h9_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,hues48_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,hues6_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,hues64_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,hesc_derived_cd184+_endoderm_cultured_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,h1_bmp4_derived_mesendoderm_cultured_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,h1_bmp4_derived_trophoblast_cultured_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,h1_derived_mesenchymal_stem_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,h1_derived_neuronal_progenitor_cultured_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,ips_18_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,ips_20b_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,ips_df_19_11_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,ips_df_6_9_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,hepg2_hepatocellular_carcinoma_cell_line,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,imr90_fetal_lung_fibroblasts_cell_line,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,nhlf_lung_fibroblast_primary_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,hsmm_skeletal_muscle_myoblasts_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,hsmm_cell_derived_skeletal_muscle_myotubes_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,nhdf_ad_adult_dermal_fibroblast_primary_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,nhek_epidermal_keratinocyte_primary_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,foreskin_fibroblast_primary_cells_skin01,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,foreskin_fibroblast_primary_cells_skin02,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,foreskin_keratinocyte_primary_cells_skin03,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,foreskin_melanocyte_primary_cells_skin01,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,foreskin_melanocyte_primary_cells_skin03,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,mesenchymal_stem_cell_derived_chondrocyte_cultu...,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,bone_marrow_derived_cultured_mesenchymal_stem_c...,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,huvec_umbilical_vein_endothelial_primary_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,monocytes_cd14+_ro01746_primary_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_monocytes_from peripheral blood,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_b_cells_from_peripheral_blood,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_t_cells_effector_memory_enriched_from_p...,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_t_helper_cells_pma_i_stimulated,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_t_helper_17_cells_pma_i_stimulated,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_t_helper_cells_from peripheral blood,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_t_helper_memory_cells_from_peripheral_b...,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_t_helper_naive_cells_from_peripheral_blood,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_natural_killer_cells_from peripheral ...,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_t_cd8+_memory_cells_from_peripheral_blood,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_t_cd8+_naive_cells_from_peripheral_blood,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,dnd41_tcell_leukemia_cell_line,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,gm12878_lymphoblastoid_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_hematopoietic_stem_cells_g_csf_mobilize...,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_mononuclear_cells_from peripheral blood,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,osteoblast_primary_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,hmec_mammary_epithelial_primary_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,hela_s3_cervical_carcinoma_cell_line,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,h1_bmp4_derived_mesendoderm_cultured_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,h1_bmp4_derived_trophoblast_cultured_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,h1_derived_mesenchymal_stem_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,h1_derived_neuronal_progenitor_cultured_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,adipose_nuclei,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,ips_df_6_9_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,imr90_fetal_lung_fibroblasts_cell_line,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,nhlf_lung_fibroblast_primary_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,hsmm_skeletal_muscle_myoblasts_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,hsmm_cell_derived_skeletal_muscle_myotubes_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,nhdf_ad_adult_dermal_fibroblast_primary_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,nhek_epidermal_keratinocyte_primary_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,foreskin_fibroblast_primary_cells_skin01,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,foreskin_fibroblast_primary_cells_skin02,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,foreskin_keratinocyte_primary_cells_skin03,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,foreskin_melanocyte_primary_cells_skin01,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,foreskin_melanocyte_primary_cells_skin03,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,mesenchymal_stem_cell_derived_chondrocyte_cultu...,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,bone_marrow_derived_cultured_mesenchymal_stem_c...,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,monocytes_cd14+_ro01746_primary_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_monocytes_from peripheral blood,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_b_cells_from_peripheral_blood,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_t_cells_effector_memory_enriched_from_p...,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_t_helper_naive_cells_from peripheral ...,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_t_helper_cells_pma_i_stimulated,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_t_helper_17_cells_pma_i_stimulated,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_t_helper_cells_from peripheral blood,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_t_helper_memory_cells_from_peripheral_b...,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_t_helper_naive_cells_from_peripheral_blood,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_natural_killer_cells_from peripheral ...,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_t_cd8+_memory_cells_from_peripheral_blood,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_t_cd8+_naive_cells_from_peripheral_blood,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,dnd41_tcell_leukemia_cell_line,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,gm12878_lymphoblastoid_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,k562_leukemia_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_hematopoietic_stem_cells_g_csf_mobilize...,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,primary_mononuclear_cells_from peripheral blood,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,osteoblast_primary_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,nh_a_astrocytes_primary_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,hmec_mammary_epithelial_primary_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,hela_s3_cervical_carcinoma_cell_line,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,h1_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,h9_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,hues48_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,hues6_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,hues64_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,h1_bmp4_derived_trophoblast_cultured_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,h1_derived_mesenchymal_stem_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,h1_derived_neuronal_progenitor_cultured_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,adipose_nuclei,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,ips_18_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,ips_20b_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,ips_df_19_11_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,ips_df_6_9_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,hepg2_hepatocellular_carcinoma_cell_line,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,imr90_fetal_lung_fibroblasts_cell_line,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,nhlf_lung_fibroblast_primary_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,hsmm_skeletal_muscle_myoblasts_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,hsmm_cell_derived_skeletal_muscle_myotubes_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,nhdf_ad_adult_dermal_fibroblast_primary_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,nhek_epidermal_keratinocyte_primary_cells,1,,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
