Sheet,Trait1,Trait2,corr,Reference,Source,Dataset
dPRS,parkinsons_disease,gall_bladder_disease,1,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,cerebral_palsy,1,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,depression,1,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,allergy_hypersensitivity_anaphylaxis,1,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,prescribed_medication_taken_for_anxiety,1,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,rectal_cancer,1,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,medication_taken_for_anxiety,1,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,uterine_polyps,0.99999999,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,cervical_spondylosis,0.02301358,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,prostate_cancer,0.01471216,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,inguinal_hernia,0.01327419,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,prostate_cancer,0.01215795,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,diverticular_disease_diverticulitis,0.00882439,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,male_genital_tract_cancer,0.00441417,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,breast_cancer,0.00350593,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,hiatus_hernia,0.00335272,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,spine_arthritis_spondylitis,0.00253435,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,oesophagitis_barretts_oesophagus,0.00249299,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,hayfever_allergic_rhinitis,0.00242031,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,haemorrhoids_piles,0.00224405,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,stress,0.00223659,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,atrial_fibrillation,0.00193787,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,chronic_bronchitis_emphysema,0.00192722,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,anxiety_disorder_diagnosed_by_a_professional,0.0015011,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,peripheral_vascular_disease,0.00132294,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,glaucoma,0.00131047,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,bronchitis,0.00099364,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,fractured_broken_bones_in_last_5_years,0.00081276,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,arthritis_nos,0.00079295,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,high_blood_pressure,0.00075979,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,ankylosing_spondylitis,0.00065651,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,crohns_disease,0.00063899,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,varicose_veins,0.00056174,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,non_melanoma_skin_cancer,0.00054357,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,skin_cancer,0.00053424,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,emphysema,0.00053134,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,fracture_radius,0.0004883,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,aortic_stenosis,0.00048015,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,gout,0.00047959,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,"hair_colour_natural,_before_greying_black",0.00044079,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,ulcerative_colitis,0.00043436,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,fracture_forearm_wrist,0.00040775,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,cholelithiasis_gall_stones,0.00037529,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,cataract,0.00035167,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,never_eat_sugar,0.00033613,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,multiple_sclerosis,0.00028807,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,never_eat_wheat,0.00025909,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,potassium_in_urine_covariate_adjusted,0.00024496,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,sodium_in_urine_covariate_adjusted,0.00022451,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,urinary_tract_infection_kidney_infection,0.00019286,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,angina,0.00019174,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,essential_hypertension,0.00015912,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,heart_attack_myocardial_infarction,0.00015005,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,high_cholesterol,0.00011627,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,fracture_shoulder_scapula,8.35e-05,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,hyperthyroidism_thyrotoxicosis,7.59e-05,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,glucose_covariate_adjusted,6.94e-05,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,albumin_covariate_and_statin_adjusted,6.17e-05,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,osteoarthritis,5.56e-05,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,ldl_direct_covariate_and_statin_adjusted,4e-05,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,frequency_of_consuming_six_or_more_units_of_alc...,3.36e-05,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,chronic_obstructive_airways_disease_copd,3.24e-05,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,apolipoprotein_a_covariate_and_statin_adjusted,3.16e-05,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,diabetes,3.08e-05,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,hypothyroidism_myxoedema,2.79e-05,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,vitamin_d_covariate_and_statin_adjusted,1.89e-05,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,testosterone_covariate_and_statin_adjusted,1.8e-05,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,asthma,1.66e-05,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,insulin_1,1.62e-05,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,non_albumin_protein_covariate_adjusted,1.42e-05,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,vitamin_a,1.36e-05,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,leg_fat_free_mass_left,1.35e-05,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,leg_predicted_mass_right,1.24e-05,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,frequency_of_feeling_guilt_or_remorse_after_dri...,1.13e-05,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,number_of_treatments_medications_taken,1.08e-05,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,trunk_predicted_mass,1.06e-05,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,total_bilirubin_covariate_adjusted,1.05e-05,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,cancer_diagnosed_by_doctor,1.05e-05,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,asthma,9.2e-06,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,frequency_of_inability_to_cease_drinking_in_las...,9.2e-06,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,prospective_memory_result,9.01e-06,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,frequency_of_tenseness_restlessness_in_last_2_w...,5.71e-06,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,forced_expiratory_volume_in_1_second_fev1,4.86e-06,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,heel_bone_mineral_density_bmd_left,4.83e-06,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,fluid_intelligence_score,4.24e-06,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,aspartate_aminotransferase_covariate_and_statin...,3.9e-06,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,"heel_quantitative_ultrasound_index_qui,_direct_...",3.58e-06,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,cystatin_c_covariate_and_statin_adjusted,3.01e-06,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,ankle_spacing_width_right,2.49e-06,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,whole_body_water_mass,2.42e-06,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,"heel_bone_mineral_density_bmd_t_score,_automated",2.42e-06,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,relative_age_voice_broke,2.42e-06,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,platelet_count,2.17e-06,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,gamma_glutamyltransferase_covariate_and_statin_...,2.08e-06,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,arm_fat_free_mass_right,1.52e-06,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,6mm_regularity_index_left,1.5e-06,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,red_blood_cell_erythrocyte_distribution_width,1.49e-06,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,least_number_of_times_bowels_opened_per_week,1.48e-06,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,vca_p18_antigen_for_epstein_barr_virus,1.47e-06,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,age_started_wearing_glasses_or_contact_lenses,1.44e-06,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,relative_age_of_first_facial_hair,1.41e-06,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,paracetamol_use_self_reported,1.4e-06,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,doctor_diagnosed_hayfever_or_allergic_rhinitis,1.4e-06,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,non_oily_fish_intake,1.39e-06,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,"forced_vital_capacity_fvc,_best_measure",1.38e-06,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,average_weekly_beer_plus_cider_intake,1.32e-06,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,snoring,1.17e-06,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,dvt_diagnosed_by_doctor,1.16e-06,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,eosinophill_count,1.16e-06,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,sensitivity_hurt_feelings,1.14e-06,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,wheeze_or_whistling_in_the_chest_in_last_year,1.11e-06,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,high_light_scatter_reticulocyte_percentage,1.09e-06,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,insulin,1.06e-06,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,mean_reticulocyte_volume,1.06e-06,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,body_surface_area,1.05e-06,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,nervous_feelings,1.04e-06,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,3mm_strong_meridian_right,1.02e-06,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,water_intake,9.9e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,"seen_doctor_gp_for_nerves,_anxiety,_tension_or_...",9.36e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,ns3_antigen_for_hepatitis_c_virus,9.33e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,neutrophill_count,8.92e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,reticulocyte_count,8.91e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,folic_acid_or_folate_vitamin_b9,8.69e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,jc_vp1_antigen_for_human_polyomavirus_jcv,8.64e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,ea_d_antigen_for_epstein_barr_virus,8.53e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,speed_of_sound_through_heel_right,8.51e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,asthma_diagnosed_by_doctor,8.5e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,alcohol_intake_frequency_,8.28e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,6mm_weak_meridian_left,8.17e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,mood_swings,8.12e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,age_asthma_diagnosed,7.91e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,total_tissue_fat_percentage,7.76e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,platelet_distribution_width,7.64e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,6mm_weak_meridian_right,7.32e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,getting_up_in_morning,7.17e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,blood_pressure_medication_1,7.08e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,haemoglobin_concentration,6.97e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,hip_circumference,6.82e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,bipolar_and_major_depression_status_probable_de...,6.71e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,tea_intake,6.53e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,eye_problems_disorders_diabetic_eye_disease,6.43e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,ever_depressed_for_a_whole_week,6.03e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,age_high_blood_pressure_diagnosed,5.89e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,urate_covariate_adjusted,5.68e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,"hair_colour_natural,_before_greying_blonde",5.61e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,vitamin_b9_vs_no_supplement,5.43e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,uterine_fibroids,5.42e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,monocyte_count,5.23e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,basophill_percentage,5.21e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,male_pattern_baldness_severity,5.12e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,birth_weight_of_first_child,5.09e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,whole_body_fat_mass,5.08e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,diagnosed_with_coeliac_disease_or_gluten_sensit...,4.99e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,heel_bone_mineral_density_bmd_right,4.93e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,time_spend_outdoors_in_summer,4.78e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,total_lean_mass,4.69e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,total_fat_free_mass,4.69e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,2mgg_unique_antigen_for_herpes_simplex_virus_2,4.52e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,mc_vp1_antigen_for_merkel_cell_polyomavirus,4.49e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,arm_predicted_mass_left,4.43e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,weight_change_compared_with_1_year_ago,4.4e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,corneal_resistance_factor_right,4.17e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,hearing_difficulty_problems_with_background_noise,3.94e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,"age_hay_fever,_rhinitis_or_eczema_diagnosed",3.79e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,ever_had_hysterectomy_womb_removed,3.7e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,number_of_children_fathered,3.68e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,lymphocyte_count,3.67e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,tinnitus_severity_nuisance,3.57e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
dPRS,parkinsons_disease,leg_fat_mass_right,3.46e-07,Aguirre et al. 2021 (European Journal of Human Genetics),Computed by review authors,contributionVar: reconstructed matrix
