Sheet,Tissue,Sig,Reference,Source,Dataset
Li2019,DLPFC,4e-05,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_cmc
Li2019,DLPFC,0.00615006,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_cmc
Li2019,DLPFC,0.178218,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_cmc
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_cmc
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_cmc
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_cmc
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_cmc
Li2019,DLPFC,0.00249875,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_cmc
Li2019,DLPFC,0.00012893,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_cmc
Li2019,DLPFC,0.0031736,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_cmc
Li2019,DLPFC,0.0315457,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_cmc
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_ROSMAP
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_ROSMAP
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_ROSMAP
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_ROSMAP
Li2019,DLPFC,0.00021834,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_ROSMAP
Li2019,DLPFC,0,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_ROSMAP
Li2019,DLPFC,8e-05,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_ROSMAP
Li2019,DLPFC,0.0793651,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_ROSMAP
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_ROSMAP
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_ROSMAP
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_ROSMAP
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_ROSMAP
Li2019,DLPFC,0.960396,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_ROSMAP
Li2019,DLPFC,0.831683,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_ROSMAP
Li2019,DLPFC,1,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_ROSMAP
Li2019,DLPFC,1,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_ROSMAP
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_ROSMAP
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_ROSMAP
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_ROSMAP
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_ROSMAP
Li2019,DLPFC,0,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_ROSMAP
Li2019,DLPFC,0,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_ROSMAP
Li2019,DLPFC,0,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_ROSMAP
Li2019,DLPFC,0,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_ROSMAP
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_ROSMAP
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_ROSMAP
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_ROSMAP
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_ROSMAP
Li2019,DLPFC,0.00379219,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_ROSMAP
Li2019,DLPFC,0.00291121,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_ROSMAP
Li2019,DLPFC,0.00545554,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_ROSMAP
Li2019,DLPFC,0.00072537,"Li et al, 2019 (Nature Communications)",Requested from authors,all2_ROSMAP
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,CommonMindConsortium_eQTL
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,CommonMindConsortium_eQTL
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,CommonMindConsortium_eQTL
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,CommonMindConsortium_eQTL
Li2019,DLPFC,0,"Li et al, 2019 (Nature Communications)",Requested from authors,CommonMindConsortium_eQTL
Li2019,DLPFC,0,"Li et al, 2019 (Nature Communications)",Requested from authors,CommonMindConsortium_eQTL
Li2019,DLPFC,0,"Li et al, 2019 (Nature Communications)",Requested from authors,CommonMindConsortium_eQTL
Li2019,DLPFC,0,"Li et al, 2019 (Nature Communications)",Requested from authors,CommonMindConsortium_eQTL
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,CommonMindConsortium_isoQTL
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,CommonMindConsortium_isoQTL
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,CommonMindConsortium_isoQTL
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,CommonMindConsortium_isoQTL
Li2019,DLPFC,0,"Li et al, 2019 (Nature Communications)",Requested from authors,CommonMindConsortium_isoQTL
Li2019,DLPFC,0,"Li et al, 2019 (Nature Communications)",Requested from authors,CommonMindConsortium_isoQTL
Li2019,DLPFC,0.00102208,"Li et al, 2019 (Nature Communications)",Requested from authors,CommonMindConsortium_isoQTL
Li2019,DLPFC,0.0645161,"Li et al, 2019 (Nature Communications)",Requested from authors,CommonMindConsortium_isoQTL
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,ROSMAP_aceQTL
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,ROSMAP_aceQTL
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,ROSMAP_aceQTL
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,ROSMAP_aceQTL
Li2019,DLPFC,0,"Li et al, 2019 (Nature Communications)",Requested from authors,ROSMAP_aceQTL
Li2019,DLPFC,0.00015228,"Li et al, 2019 (Nature Communications)",Requested from authors,ROSMAP_aceQTL
Li2019,DLPFC,0.00999001,"Li et al, 2019 (Nature Communications)",Requested from authors,ROSMAP_aceQTL
Li2019,DLPFC,0.0287356,"Li et al, 2019 (Nature Communications)",Requested from authors,ROSMAP_aceQTL
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,ROSMAP_eQTL
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,ROSMAP_eQTL
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,ROSMAP_eQTL
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,ROSMAP_eQTL
Li2019,DLPFC,1e-05,"Li et al, 2019 (Nature Communications)",Requested from authors,ROSMAP_eQTL
Li2019,DLPFC,0.00333222,"Li et al, 2019 (Nature Communications)",Requested from authors,ROSMAP_eQTL
Li2019,DLPFC,0.138614,"Li et al, 2019 (Nature Communications)",Requested from authors,ROSMAP_eQTL
Li2019,DLPFC,0.287129,"Li et al, 2019 (Nature Communications)",Requested from authors,ROSMAP_eQTL
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,ROSMAP_mQTL
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,ROSMAP_mQTL
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,ROSMAP_mQTL
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,ROSMAP_mQTL
Li2019,DLPFC,0,"Li et al, 2019 (Nature Communications)",Requested from authors,ROSMAP_mQTL
Li2019,DLPFC,0.00016497,"Li et al, 2019 (Nature Communications)",Requested from authors,ROSMAP_mQTL
Li2019,DLPFC,0.00121242,"Li et al, 2019 (Nature Communications)",Requested from authors,ROSMAP_mQTL
Li2019,DLPFC,0.00021178,"Li et al, 2019 (Nature Communications)",Requested from authors,ROSMAP_mQTL
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,ROSMAP_sQTL
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,ROSMAP_sQTL
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,ROSMAP_sQTL
Li2019,DLPFC,,"Li et al, 2019 (Nature Communications)",Requested from authors,ROSMAP_sQTL
Li2019,DLPFC,3e-05,"Li et al, 2019 (Nature Communications)",Requested from authors,ROSMAP_sQTL
Li2019,DLPFC,8e-05,"Li et al, 2019 (Nature Communications)",Requested from authors,ROSMAP_sQTL
Li2019,DLPFC,6e-05,"Li et al, 2019 (Nature Communications)",Requested from authors,ROSMAP_sQTL
Li2019,DLPFC,1e-05,"Li et al, 2019 (Nature Communications)",Requested from authors,ROSMAP_sQTL
Yao2021,Anterior cingulate cortex BA24,0.0119,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Amygdala,0.0035,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Caudate basal ganglia,0.0254,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Cerebellar hemisphere,0.0078,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Cerebellum,0.0158,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Cortex,0.0043,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Frontal cortex BA9,0.0063,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Hippocampus,0.0577,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Hypothalamus,0.0033,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Nucleus accumbens basal ganglia,0.0075,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Putamen basal ganglia,0.0025,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Cortex,0.0784,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Nucleus accumbens basal ganglia,0.0569,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Cortex,6e-04,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Putamen basal ganglia,4e-04,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Frontal cortex BA9,1e-04,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Cerebellar hemisphere,0.0531,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Cerebellar hemisphere,0.0016,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Cerebellum,7e-04,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Cerebellum,0.0262,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Anterior cingulate cortex BA24,0.0149,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Amygdala,0.0031,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Caudate basal ganglia,0.0036,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Cerebellum,0.0043,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Cortex,0.0146,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Hypothalamus,0.0039,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Nucleus accumbens basal ganglia,0.0033,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Putamen basal ganglia,0.0095,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Amygdala,0.414,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Cerebellar hemisphere,0.3158,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Cerebellum,0.0635,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Spinal cord cervical c-1,0.0407,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Substantia nigra,0.1188,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Anterior cingulate cortex BA24,0.0373,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Amygdala,0.0044,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Caudate basal ganglia,0.0241,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Cerebellar hemisphere,0.0429,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Cerebellum,0.003,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Cortex,0.0241,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Frontal cortex BA9,0.0432,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Hippocampus,0.143,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Hypothalamus,0.0256,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Nucleus accumbens basal ganglia,0.0061,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Putamen basal ganglia,0.0033,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Spinal cord cervical c-1,0.0027,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Substantia nigra,0.0015,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Cerebellum,1e-04,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Cerebellar hemisphere,0.0415,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Frontal cortex BA9,0.0916,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Hippocampus,0.0863,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Hypothalamus,0.1008,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Substantia nigra,0.5217,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Cerebellar hemisphere,0.0096,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Cerebellum,0.0146,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Cerebellar hemisphere,1e-04,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Cerebellum,3e-04,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Cerebellar hemisphere,0.1936,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Cerebellar hemisphere,0.0541,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Cerebellum,0.096,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Cortex,0.0176,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Anterior cingulate cortex BA24,0.0225,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Caudate basal ganglia,0.0132,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Cerebellar hemisphere,0.0168,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Cerebellum,0.0577,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Cortex,0.0945,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Frontal cortex BA9,0.0625,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Yao2021,Nucleus accumbens basal ganglia,0.08,"Yao et al., 2021 (npj Parkinson's Disease)",Supplementary Table 2,GTEx V8
Kia2021,aveALL,0.026723,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),braineac
Kia2021,TCTX,0.037852,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),braineac
Kia2021,TCTX,0.058872,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),braineac
Kia2021,OCTX,0.062697,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),braineac
Kia2021,PUTM,0.067137,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),braineac
Kia2021,FCTX,0.067312,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),braineac
Kia2021,aveALL,0.067799,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),braineac
Kia2021,CRBL,0.086633,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),braineac
Kia2021,OCTX,0.125493,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),braineac
Kia2021,HIPP,0.136287,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),braineac
Kia2021,MEDU,0.137327,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),braineac
Kia2021,PUTM,0.138222,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),braineac
Kia2021,CRBL,0.165521,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),braineac
Kia2021,THAL,0.175804,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),braineac
Kia2021,aveALL,0.176647,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),braineac
Kia2021,aveALL,0.178233,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),braineac
Kia2021,THAL,0.183911,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),braineac
Kia2021,aveALL,0.195372,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),braineac
Kia2021,FCTX,0.195679,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),braineac
Kia2021,WHMT,0.198669,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),braineac
Kia2021,HIPP,0.200695,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),braineac
Kia2021,FCTX,0.224622,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),braineac
Kia2021,HIPP,0.240908,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),braineac
Kia2021,aveALL,0.244081,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),braineac
Kia2021,TCTX,0.244682,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),braineac
Kia2021,Brain_Cerebellum,0.000158,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Cerebellum,0.002949,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Cortex,0.003152,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Caudate_basal_ganglia,0.00342,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Nucleus_accumbens_basal_ganglia,0.003977,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Substantia_nigra,0.00632,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Putamen_basal_ganglia,0.007675,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Amygdala,0.008118,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Cortex,0.008318,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Cortex,0.008789,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Cerebellum,0.013275,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Substantia_nigra,0.013852,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Hypothalamus,0.014153,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Putamen_basal_ganglia,0.015305,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Nucleus_accumbens_basal_ganglia,0.016281,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Frontal_Cortex_BA9,0.016731,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Putamen_basal_ganglia,0.01922,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Cerebellar_Hemisphere,0.020648,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Caudate_basal_ganglia,0.022276,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Cortex,0.02333,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Putamen_basal_ganglia,0.023566,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Hippocampus,0.024016,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Frontal_Cortex_BA9,0.024172,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Anterior_cingulate_cortex_BA24,0.025088,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Hypothalamus,0.025772,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Cortex,0.02631,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Anterior_cingulate_cortex_BA24,0.026311,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Nucleus_accumbens_basal_ganglia,0.026405,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Hippocampus,0.026798,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Frontal_Cortex_BA9,0.027685,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Anterior_cingulate_cortex_BA24,0.028854,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Caudate_basal_ganglia,0.031225,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Substantia_nigra,0.031523,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Cortex,0.032644,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Cerebellum,0.032774,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Cerebellar_Hemisphere,0.03319,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Caudate_basal_ganglia,0.03405,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Amygdala,0.034231,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Caudate_basal_ganglia,0.034708,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Nucleus_accumbens_basal_ganglia,0.035383,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Putamen_basal_ganglia,0.035668,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Cerebellum,0.03588,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Nucleus_accumbens_basal_ganglia,0.036408,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Putamen_basal_ganglia,0.036495,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Putamen_basal_ganglia,0.037298,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Caudate_basal_ganglia,0.037442,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Cerebellar_Hemisphere,0.037572,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Amygdala,0.039126,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Frontal_Cortex_BA9,0.039162,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Cerebellum,0.039229,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Putamen_basal_ganglia,0.039878,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Hypothalamus,0.041186,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Hippocampus,0.041605,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Caudate_basal_ganglia,0.041758,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
Kia2021,Brain_Hippocampus,0.042692,"Kia et al., 2021 (JAMA Neurology)",Supplement 3 (eTable 2),GTEx
